masterid,stationname,latitude,longitude,comid,huc,county,psa_lu,RB,ISWP_Source,ISWP2,ISWP3,ISWP2_name,ISWP3_name,Watershed,lbank_do,rbank_do,bottom_do,class_do,stationcode,ag_2011_1k,ag_2011_5k,ag_2011_ws,urban_2011_1k,urban_2011_5k,urban_2011_ws,code_21_2011_1k,code_21_2011_5k,code_21_2011_ws,dev_2011_1k,dev_2011_5k,dev_2011_ws,sampledate,CSCI,ASCI_H,ASCI_D,AFDM_gm2,Chla_ugcm2,TN_mgL,TP_mgL,PCT_MAP,DO_mgL,SpCond_uScm,Temp_C,PCT_RC,PCT_SAFN,RBP_CHN,XSLOPE
312PS0099,Manzana Creek ~1.1mi below Davy Brown Cr.,34.77948,-119.95802,17626291,312,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312PS0099,0,0,0,0,0,8.757e-4,0,0.3396318,0.4886421,0,0.3396318,0.4895178,2010-06-14T07:00:00Z,1.09946405,0.925743638907778,0.927371040579442,5.62,0.475,0.08845,0.0089,NA,NA,NA,NA,NA,NA,NA,NA
312PS0099,Manzana Creek ~1.1mi below Davy Brown Cr.,34.77948,-119.95802,17626291,312,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312PS0099,0,0,0,0,0,8.757e-4,0,0.3396318,0.4886421,0,0.3396318,0.4895178,2020-06-15T07:00:00Z,1.1272923,1.09748490767872,1.11028792218971,23.9,2.35,0,0.004,NA,NA,NA,NA,NA,NA,NA,NA
312RYCALR,Reyes Creek ~2.7mi above Lockwood Valley Rd.,34.67437,-119.29751,17637988,312,Ventura,Forest,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312RYCALR,0,0,0,0,0,0,0,0.4419694,0.6657444,0,0.4419694,0.6657444,2010-06-16T07:00:00Z,1.25876902,1.0800507243672,1.02776969826692,12.61,1.467,0.0579,NA,NA,NA,NA,NA,NA,NA,NA,NA
312SBC,Santa Maria River at Bull Canyon Road,34.97112,-120.40168,17625465,312,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,Hard,Soft,Soft,Soft bottom-1 hard side,312SBC,45,20,4,7,1.27263665,0.06328627,11.2199902,7.546104,1.89877778,63.2199902,28.81874065,5.96206405,2000-03-24T08:00:00Z,0.73687512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312SBC,Santa Maria River at Bull Canyon Road,34.97112,-120.40168,17625465,312,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,Hard,Soft,Soft,Soft bottom-1 hard side,312SBC,45,20,4,7,1.27263665,0.06328627,11.2199902,7.546104,1.89877778,63.2199902,28.81874065,5.96206405,2001-04-10T07:00:00Z,0.78401146,NA,NA,NA,NA,0.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA
312SED113,Sisquoc River - Above Dam 113,34.84065,-120.16696,0,312,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312SED113,11,1,0,1,0.18052213,0.0134535,4.08781226,1.24976856,0.31572529,16.08781226,2.4302906899999996,0.32917879,2000-03-23T08:00:00Z,0.9987581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312SED113,Sisquoc River - Above Dam 113,34.84065,-120.16696,0,312,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312SED113,11,1,0,1,0.18052213,0.0134535,4.08781226,1.24976856,0.31572529,16.08781226,2.4302906899999996,0.32917879,2001-04-18T07:00:00Z,1.08851371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312SED113,Sisquoc River - Above Dam 113,34.84065,-120.16696,0,312,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312SED113,11,1,0,1,0.18052213,0.0134535,4.08781226,1.24976856,0.31572529,16.08781226,2.4302906899999996,0.32917879,2007-03-30T07:00:00Z,1.00633773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,18,0.2
312SED113,Sisquoc River - Above Dam 113,34.84065,-120.16696,0,312,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312SED113,11,1,0,1,0.18052213,0.0134535,4.08781226,1.24976856,0.31572529,16.08781226,2.4302906899999996,0.32917879,2007-05-20T07:00:00Z,0.7856275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312SED113,Sisquoc River - Above Dam 113,34.84065,-120.16696,0,312,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312SED113,11,1,0,1,0.18052213,0.0134535,4.08781226,1.24976856,0.31572529,16.08781226,2.4302906899999996,0.32917879,2008-04-16T07:00:00Z,0.75758238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62,20,0.5
312SED113,Sisquoc River - Above Dam 113,34.84065,-120.16696,0,312,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312SED113,11,1,0,1,0.18052213,0.0134535,4.08781226,1.24976856,0.31572529,16.08781226,2.4302906899999996,0.32917879,2013-05-03T07:00:00Z,1.01555601,0.605914064883949,0.620583949537926,NA,1.4500000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312SED113,Sisquoc River - Above Dam 113,34.84065,-120.16696,0,312,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312SED113,11,1,0,1,0.18052213,0.0134535,4.08781226,1.24976856,0.31572529,16.08781226,2.4302906899999996,0.32917879,2019-05-19T07:00:00Z,0.74298029,0.73059232059163,0.604003914956231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312SIS,Sisquoc River At Santa Maria Mesa Road,34.8937,-120.30517,17625349,312,Santa Barbara,Urban,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,312SIS,62,45,2,15,2.31718432,0.08692465,13.24977619,8.34677137,1.50605602,90.24977619,55.66395569,3.59298067,2000-03-24T08:00:00Z,0.80402224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312SIS,Sisquoc River At Santa Maria Mesa Road,34.8937,-120.30517,17625349,312,Santa Barbara,Urban,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,312SIS,62,45,2,15,2.31718432,0.08692465,13.24977619,8.34677137,1.50605602,90.24977619,55.66395569,3.59298067,2001-04-06T07:00:00Z,0.91466854,NA,NA,NA,NA,0,0.04,NA,NA,NA,NA,NA,NA,NA,NA
312WE1028,Sisquoc River ~0.8mi below Rattlesnake Canyon,34.74721,-119.71562,17626437,312,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312WE1028,0,0,0,0,0,0,0,0,0.4623589,0,0,0.4623589,2002-05-29T07:00:00Z,1.12020629,NA,NA,17.5,1.9170000000000005,0.09,0.01,NA,NA,NA,NA,NA,NA,NA,NA
312WE1035,Sisquoc River ~0.2mi below Big Pine Canyon,34.73287,-119.67637,17626489,312,Santa Barbara,Forest,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312WE1035,0,0,0,0,0,0,0,0.5342998,0.7271589,0,0.5342998,0.7271589,2002-05-30T07:00:00Z,1.0713961,NA,NA,15.15,1.97,0.024,0.002,NA,NA,NA,NA,NA,NA,NA,NA
313SAB,San Antonio Creek at Rancho de las Flores Bridge and Highway 135,34.75588998,-120.347955,17620132,313,Santa Barbara,Ag,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,313SAB,48,27,13,0,0.20396636,0.43451803,12.5599233,5.81461027,5.4645713,60.5599233,33.01857663,18.89908933,2001-04-27T07:00:00Z,0.72724689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313SAB,San Antonio Creek at Rancho de las Flores Bridge and Highway 135,34.75588998,-120.347955,17620132,313,Santa Barbara,Ag,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,313SAB,48,27,13,0,0.20396636,0.43451803,12.5599233,5.81461027,5.4645713,60.5599233,33.01857663,18.89908933,2002-04-04T08:00:00Z,0.57241032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313SAB,San Antonio Creek at Rancho de las Flores Bridge and Highway 135,34.75588998,-120.347955,17620132,313,Santa Barbara,Ag,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,313SAB,48,27,13,0,0.20396636,0.43451803,12.5599233,5.81461027,5.4645713,60.5599233,33.01857663,18.89908933,2014-05-29T07:00:00Z,0.55665146,0.759050750150676,0.736647063982937,18.3,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313WE0899,Shuman Creek Pt Sal Rd. ~1.4mi W Casmalia,34.82946,-120.54916,17619942,313,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313WE0899,2,1,1,1,1.35233571,0.9003446,5.24109015,9.48535234,7.18482959,8.24109015,11.83768805,9.08517419,2001-06-26T07:00:00Z,0.85767325,NA,NA,6.82,4.470000000000001,1.271,1.393,NA,NA,NA,NA,NA,NA,NA,NA
314CE0200,Santa Ynez River ~2.3mi above Hwy 101,34.59277,-120.16055,17608047,314,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314CE0200,15,14,3,19,7.99534857,0.43014756,10.18577835,13.25372965,2.78778572,44.18577835,35.24907822,6.2179332800000005,2006-06-06T07:00:00Z,0.73581606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314CE0200,Santa Ynez River ~2.3mi above Hwy 101,34.59277,-120.16055,17608047,314,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314CE0200,15,14,3,19,7.99534857,0.43014756,10.18577835,13.25372965,2.78778572,44.18577835,35.24907822,6.2179332800000005,2006-06-27T07:00:00Z,0.7633772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314CE0200,Santa Ynez River ~2.3mi above Hwy 101,34.59277,-120.16055,17608047,314,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314CE0200,15,14,3,19,7.99534857,0.43014756,10.18577835,13.25372965,2.78778572,44.18577835,35.24907822,6.2179332800000005,2007-05-22T07:00:00Z,0.52158305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314SCCNSY,Santa Cruz Creek nr. Santa Ynez,34.5967,-119.9088,17611425,314,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314SCCNSY,0,0,0,0,0.01121894,0.0093824,2.27513228,1.67723117,0.48084817,2.27513228,1.68845011,0.49023057,2014-04-23T07:00:00Z,0.78027657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314SYC,Santa Ynez River d/s Lake Cachuma at Highway 154,34.58799,-120.02651,17608051,314,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314SYC,5,5,0,0,0.16927787,0.03028979,10.00555864,4.15271025,1.14729641,15.00555864,9.32198812,1.1775862,2001-04-15T07:00:00Z,0.83747385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314SYL,Santa Ynez River at Highway 246,34.64387,-120.43045,948060325,314,Santa Barbara,Urban,3,NA,NA,NA,NA,NA,NA,Soft,Soft,Soft,Soft bottom-0 hard sides,314SYL,22,23,5,7,1.67424639,0.53481891,11.64144354,5.59423673,3.47350578,40.64144354,30.26848312,9.00832469,2001-04-15T07:00:00Z,0.73384849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314SYL,Santa Ynez River at Highway 246,34.64387,-120.43045,948060325,314,Santa Barbara,Urban,3,NA,NA,NA,NA,NA,NA,Soft,Soft,Soft,Soft bottom-0 hard sides,314SYL,22,23,5,7,1.67424639,0.53481891,11.64144354,5.59423673,3.47350578,40.64144354,30.26848312,9.00832469,2002-04-04T08:00:00Z,0.87383327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314SYL,Santa Ynez River at Highway 246,34.64387,-120.43045,948060325,314,Santa Barbara,Urban,3,NA,NA,NA,NA,NA,NA,Soft,Soft,Soft,Soft bottom-0 hard sides,314SYL,22,23,5,7,1.67424639,0.53481891,11.64144354,5.59423673,3.47350578,40.64144354,30.26848312,9.00832469,2006-05-14T07:00:00Z,0.7077982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314SYL,Santa Ynez River at Highway 246,34.64387,-120.43045,948060325,314,Santa Barbara,Urban,3,NA,NA,NA,NA,NA,NA,Soft,Soft,Soft,Soft bottom-0 hard sides,314SYL,22,23,5,7,1.67424639,0.53481891,11.64144354,5.59423673,3.47350578,40.64144354,30.26848312,9.00832469,2008-04-24T07:00:00Z,0.8509832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314SYL,Santa Ynez River at Highway 246,34.64387,-120.43045,948060325,314,Santa Barbara,Urban,3,NA,NA,NA,NA,NA,NA,Soft,Soft,Soft,Soft bottom-0 hard sides,314SYL,22,23,5,7,1.67424639,0.53481891,11.64144354,5.59423673,3.47350578,40.64144354,30.26848312,9.00832469,2009-04-14T07:00:00Z,0.74168064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314SYL,Santa Ynez River at Highway 246,34.64387,-120.43045,948060325,314,Santa Barbara,Urban,3,NA,NA,NA,NA,NA,NA,Soft,Soft,Soft,Soft bottom-0 hard sides,314SYL,22,23,5,7,1.67424639,0.53481891,11.64144354,5.59423673,3.47350578,40.64144354,30.26848312,9.00832469,2011-06-29T07:00:00Z,0.78487929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314SYP,Santa Ynez River at Paradise Road,34.54622,-119.77625,17610671,314,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314SYP,0,0,0,0,0.07251632,0.00991965,5.95505618,2.30180823,0.61714399,5.95505618,2.37432455,0.6270636399999999,2001-04-15T07:00:00Z,0.73923765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314SYP,Santa Ynez River at Paradise Road,34.54622,-119.77625,17610671,314,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314SYP,0,0,0,0,0.07251632,0.00991965,5.95505618,2.30180823,0.61714399,5.95505618,2.37432455,0.6270636399999999,2002-03-22T08:00:00Z,0.88354881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314SYP,Santa Ynez River at Paradise Road,34.54622,-119.77625,17610671,314,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314SYP,0,0,0,0,0.07251632,0.00991965,5.95505618,2.30180823,0.61714399,5.95505618,2.37432455,0.6270636399999999,2008-04-18T07:00:00Z,0.80650038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24,20,0.9
314SYRASV,Santa Ynez River at Solvang,34.585,-120.1446,NA,314,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,SYSY1,5,17,3,14,4.09858893,0.33976594,22.82214156,11.17016339,2.70660392,41.82214156,32.26875232,6.04636986,2014-04-22T07:00:00Z,0.606033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314WE0542,El Jaro Creek ~0.3 miles downstream from Ytias Creek.,34.55085,-120.3583,17608421,314,Santa Barbara,Ag,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314WE0542,4,2,2,0,0.05879087,0.05064284,9.61981567,4.17088546,4.16904906,13.61981567,6.22967633,6.2196919,2000-07-11T07:00:00Z,0.89159864,NA,NA,9.09,1.439,0.253,0.137,NA,NA,NA,NA,NA,NA,NA,NA
314WE0677,Alamo Pintado Creek ~0.8mi above Figueroa Mtn. Rd.,34.7477,-120.05303,17607469,314,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314WE0677,0,0,0,0,0.01111914,0.00908183,1.169293,1.195308,1.530288,1.169293,1.20642714,1.53936983,2002-05-09T07:00:00Z,1.19964657,NA,NA,15.91,1.061,0.154,0.192,NA,NA,NA,NA,NA,NA,NA,NA
314WE0677,Alamo Pintado Creek ~0.8mi above Figueroa Mtn. Rd.,34.7477,-120.05303,17607469,314,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314WE0677,0,0,0,0,0.01111914,0.00908183,1.169293,1.195308,1.530288,1.169293,1.20642714,1.53936983,2008-07-23T07:00:00Z,0.95351224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314WE0779,Coche Creek ~1mi above WF Santa Cruz Creek,34.66959,-119.75404,17609583,314,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314WE0779,0,0,0,0,0,0,0,0,0,0,0,0,2001-07-11T07:00:00Z,1.14539954,NA,NA,5.3,1.061,0.175,0.002,NA,NA,NA,NA,NA,NA,NA,NA
314WE0785,Unnamed Creek ~0.2mi SE Santa Ynez River,34.67473,-120.51417,17607779,314,Santa Barbara,Ag,3,NA,NA,NA,NA,NA,NA,Hard,Hard,Hard,Hard bottom,314WE0785,48,34,5,17,22.46812713,1.45696644,13.97544854,9.63817562,3.78204496,78.97544854,66.10630275,10.2390114,2001-05-24T07:00:00Z,0.38691456,NA,NA,44.7,7.576,12.15,0.265,NA,NA,NA,NA,NA,NA,NA,NA
314WE0796,Santa Cruz Creek WF ~3mi above Coche Creek,34.68351,-119.79875,17609495,314,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314WE0796,0,0,0,0,0,0,0,0,0,0,0,0,2001-07-10T07:00:00Z,1.19316616,NA,NA,7.58,1.364,0.048,0.003,NA,NA,NA,NA,NA,NA,NA,NA
314WE0898,Nojoqui Creek Hwy 101 ~1.4mi S Hwy 246,34.59402,-120.19376,17608135,314,Santa Barbara,Urban,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,314WE0898,1,2,3,1,0.46668611,0.42522061,7.81433608,6.22109255,5.08435828,9.81433608,8.68777866,8.50957889,2001-05-23T07:00:00Z,0.86133427,NA,NA,9.09,3.3329999999999997,0.718,0.002,NA,NA,NA,NA,NA,NA,NA,NA
314WE1046,Kelly Creek ~0.8mi above Paradise Rd.,34.5365,-119.83603,17610859,314,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314WE1046,0,0,0,0,0.1606587,0.1606587,8.40890355,5.70338387,5.70338387,8.40890355,5.86404257,5.86404257,2002-06-12T07:00:00Z,1.14952041,NA,NA,40.15,2.879,0.179,0.017,NA,NA,NA,NA,NA,NA,NA,NA
314WE1102,Cachuma Creek ~0.25mi below Cachuma Cmp Grnd,34.69526,-119.90915,NA,314,Santa Barbara,Forest,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SYCH1,0,0,0,0,0.07108331,0.07108331,0,1.44299119,1.44299119,0,1.5140745,1.5140745,2003-05-07T07:00:00Z,1.10227327,NA,NA,5.45,0.455,0.278,0.025,NA,NA,NA,NA,NA,NA,NA,NA
314WE1102,Cachuma Creek ~0.25mi below Cachuma Cmp Grnd,34.69526,-119.90915,NA,314,Santa Barbara,Forest,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SYCH1,0,0,0,0,0.07108331,0.07108331,0,1.44299119,1.44299119,0,1.5140745,1.5140745,2012-06-12T07:00:00Z,1.04088335,0.891537122300592,0.952922780938479,30.4,1.11,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA
315ARH101,Arroyo Hondo ~0.5mi above Hwy 101,34.481709,-120.140881,NA,315,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AHAH1,0,0,0,0,0,0,2.961276,0.7456995,0.7456995,2.961276,0.7456995,0.7456995,2010-06-14T07:00:00Z,1.15934613,1.28532977102484,1.26513307869566,24.31,7.765999999999999,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA
315CAP,El Capitan Creek below Highway 101,34.46042,-120.02177,17594801,315,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315CAP,0,0,0,16,1.12836851,0.48716932,32.71719039,5.96044073,2.87203308,48.71719039,7.08880924,3.3592024,2001-04-20T07:00:00Z,1.0509296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315CAP,El Capitan Creek below Highway 101,34.46042,-120.02177,17594801,315,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315CAP,0,0,0,16,1.12836851,0.48716932,32.71719039,5.96044073,2.87203308,48.71719039,7.08880924,3.3592024,2002-03-23T08:00:00Z,1.13178025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315CAP,El Capitan Creek below Highway 101,34.46042,-120.02177,17594801,315,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315CAP,0,0,0,16,1.12836851,0.48716932,32.71719039,5.96044073,2.87203308,48.71719039,7.08880924,3.3592024,2008-05-08T07:00:00Z,0.99085617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,17,3.4
315CE0584,Arroyo El Bulito ~1.2mi above Mouth,34.47666,-120.33833,17594803,315,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315CE0584,0,0,0,0,0,0,4.87596236,3.94849785,3.94849785,4.87596236,3.94849785,3.94849785,2006-06-07T07:00:00Z,1.20841983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315CHCALS,Canada Honda Creek ~1.3mi above La Salle Cyn. Rd.,34.59321,-120.53113,0,315,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315CHCALS,0,0,0,0,0,0,3.80881255,2.03164681,2.03164681,3.80881255,2.03164681,2.03164681,2010-06-15T07:00:00Z,0.91528492,0.720410464138068,0.747366489026018,10.12,2.9250000000000003,0.473,0.01,NA,NA,NA,NA,NA,NA,NA,NA
315GAI,Canada de la Gaviota at Highway 1,34.51001,-120.22742,17593463,315,Santa Barbara,Urban,3,NA,NA,NA,NA,NA,NA,Hard,Hard,Hard,Hard bottom,315GAI,0,0,0,5,0.52165428,0.43118156,12.20883534,3.13743151,2.89108788,17.20883534,3.65908579,3.3222694400000004,2001-04-20T07:00:00Z,0.58564296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315GAI,Canada de la Gaviota at Highway 1,34.51001,-120.22742,17593463,315,Santa Barbara,Urban,3,NA,NA,NA,NA,NA,NA,Hard,Hard,Hard,Hard bottom,315GAI,0,0,0,5,0.52165428,0.43118156,12.20883534,3.13743151,2.89108788,17.20883534,3.65908579,3.3222694400000004,2002-03-23T08:00:00Z,0.91008865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315GAI,Canada de la Gaviota at Highway 1,34.51001,-120.22742,17593463,315,Santa Barbara,Urban,3,NA,NA,NA,NA,NA,NA,Hard,Hard,Hard,Hard bottom,315GAI,0,0,0,5,0.52165428,0.43118156,12.20883534,3.13743151,2.89108788,17.20883534,3.65908579,3.3222694400000004,2008-05-07T07:00:00Z,0.90266749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,29,10,1.9
315GAV,Canada de la Gaviota at State Park entrance,34.47356098,-120.228426,NA,315,Santa Barbara,Urban,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,GVGV1,0,0,0,4,1.54767284,0.60223241,10.95273818,8.95277903,4.60673185,14.95273818,10.50045187,5.20896426,2001-04-20T07:00:00Z,0.83741052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315GAV,Canada de la Gaviota at State Park entrance,34.47356098,-120.228426,NA,315,Santa Barbara,Urban,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,GVGV1,0,0,0,4,1.54767284,0.60223241,10.95273818,8.95277903,4.60673185,14.95273818,10.50045187,5.20896426,2002-03-23T08:00:00Z,0.89225534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315GAV,Canada de la Gaviota at State Park entrance,34.47356098,-120.228426,NA,315,Santa Barbara,Urban,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,GVGV1,0,0,0,4,1.54767284,0.60223241,10.95273818,8.95277903,4.60673185,14.95273818,10.50045187,5.20896426,2004-04-13T07:00:00Z,0.80568749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315GAV,Canada de la Gaviota at State Park entrance,34.47356098,-120.228426,NA,315,Santa Barbara,Urban,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,GVGV1,0,0,0,4,1.54767284,0.60223241,10.95273818,8.95277903,4.60673185,14.95273818,10.50045187,5.20896426,2005-04-27T07:00:00Z,0.52086792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315GAV,Canada de la Gaviota at State Park entrance,34.47356098,-120.228426,NA,315,Santa Barbara,Urban,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,GVGV1,0,0,0,4,1.54767284,0.60223241,10.95273818,8.95277903,4.60673185,14.95273818,10.50045187,5.20896426,2007-04-05T07:00:00Z,0.94384641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37,16,1.4
315GAV,Canada de la Gaviota at State Park entrance,34.47356098,-120.228426,NA,315,Santa Barbara,Urban,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,GVGV1,0,0,0,4,1.54767284,0.60223241,10.95273818,8.95277903,4.60673185,14.95273818,10.50045187,5.20896426,2008-04-29T07:00:00Z,0.97443062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,69,17,0.7
315JAL,Jalama Creek at County Park at RR trussels,34.51217,-120.49822,17593975,315,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315JAL,0,1,1,0,0.02252049,0.01417957,10.96543504,4.05819296,3.53496682,10.96543504,5.08071345,4.549146390000001,2004-04-14T07:00:00Z,0.76520789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315JAL,Jalama Creek at County Park at RR trussels,34.51217,-120.49822,17593975,315,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315JAL,0,1,1,0,0.02252049,0.01417957,10.96543504,4.05819296,3.53496682,10.96543504,5.08071345,4.549146390000001,2005-04-27T07:00:00Z,0.78052095,NA,NA,NA,NA,0.59,0.083,NA,NA,NA,NA,NA,NA,NA,NA
315JAL,Jalama Creek at County Park at RR trussels,34.51217,-120.49822,17593975,315,Santa Barbara,Other,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315JAL,0,1,1,0,0.02252049,0.01417957,10.96543504,4.05819296,3.53496682,10.96543504,5.08071345,4.549146390000001,2007-04-12T07:00:00Z,0.96644916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,38,19,4.6
