masterid,stationcode,latitude,longitude
SMC41431,SMC41431,33.9497,-120.13002
SMC41432,SMC41432,34.50518,-119.83995
SMC41433,SMC41433,32.75041,-116.75865
SMC41434,SMC41434,34.06116,-118.55646
SMC41435,SMC41435,32.68506,-116.95078
SMC41436,SMC41436,34.3245,-117.73872
SMC41437,SMC41437,33.83578,-117.42035
SMC41438,SMC41438,33.89164,-118.10856
SMC41439,SMC41439,34.48357,-118.81021
SMC41440,SMC41440,34.56033,-118.59595
SMC41441,SMC41441,33.0564,-116.66383
SMC41442,SMC41442,33.7135,-116.87194
SMC41443,SMC41443,33.75552,-117.75699
SMC41444,SMC41444,34.25277,-119.10871
SMC41445,SMC41445,33.37556,-116.7788
SMC41446,SMC41446,34.23609,-116.94124
SMC41447,SMC41447,33.43893,-117.28954
SMC41448,SMC41448,33.00873,-116.66372
SMC41449,SMC41449,34.80841,-119.12994
SMC41450,SMC41450,34.35668,-118.65964
SMC41451,SMC41451,33.95947,-117.055
SMC41452,SMC41452,33.7888,-118.23301
SMC41453,SMC41453,34.34404,-119.36266
SMC41454,SMC41454,34.3998,-118.0764
SMC41455,SMC41455,33.48705,-116.71605
SMC41456,SMC41456,33.60085,-116.83196
SMC41457,SMC41457,32.83877,-118.38834
SMC41458,SMC41458,34.14072,-118.85907
SMC41459,SMC41459,33.51443,-116.79934
SMC41460,SMC41460,32.9203,-116.98846
SMC41461,SMC41461,34.19522,-117.3836
SMC41462,SMC41462,34.36884,-118.46852
SMC41463,SMC41463,33.26538,-117.34673
SMC41464,SMC41464,34.57173,-118.96754
SMC41465,SMC41465,33.73682,-117.24476
SMC41466,SMC41466,34.40049,-119.14735
SMC41467,SMC41467,33.79899,-116.90926
SMC41468,SMC41468,34.45354,-119.68423
SMC41469,SMC41469,32.91523,-116.90723
SMC41470,SMC41470,34.16574,-118.68154
SMC41471,SMC41471,33.69254,-117.60598
SMC41472,SMC41472,32.61507,-116.85507
SMC41473,SMC41473,34.55927,-118.85832
SMC41474,SMC41474,34.26596,-117.97293
SMC41475,SMC41475,33.56608,-117.06157
SMC41476,SMC41476,33.94168,-117.81147
SMC41477,SMC41477,34.53738,-119.058
SMC41478,SMC41478,34.56454,-118.67953
SMC41479,SMC41479,33.1485,-117.00848
SMC41480,SMC41480,32.6445,-116.44563
SMC41481,SMC41481,33.99376,-120.06664
SMC41482,SMC41482,34.4931,-119.74512
SMC41483,SMC41483,33.32316,-117.24185
SMC41484,SMC41484,32.6494,-116.55911
SMC41485,SMC41485,34.14023,-117.14053
SMC41486,SMC41486,34.1513,-118.56719
SMC41487,SMC41487,33.26864,-119.543
SMC41488,SMC41488,34.3034,-117.81952
SMC41489,SMC41489,33.95927,-118.01302
SMC41490,SMC41490,34.59742,-118.56159
SMC41491,SMC41491,33.10864,-116.61344
SMC41492,SMC41492,33.7117,-116.80381
SMC41493,SMC41493,33.72884,-117.89387
SMC41494,SMC41494,34.26708,-118.99877
SMC41495,SMC41495,33.44569,-117.05203
SMC41496,SMC41496,34.16563,-116.86784
SMC41497,SMC41497,33.2164,-117.36188
SMC41498,SMC41498,34.72051,-118.83766
SMC41499,SMC41499,33.85195,-117.21701
SMC41500,SMC41500,34.03867,-118.52468
SMC41501,SMC41501,34.42689,-119.39686
SMC41502,SMC41502,34.21098,-117.82808
SMC41503,SMC41503,34.00891,-116.97932
SMC41504,SMC41504,34.26809,-118.9406
SMC41505,SMC41505,33.48979,-117.45682
SMC41506,SMC41506,33.03083,-116.95343
SMC41507,SMC41507,34.21179,-117.58756
SMC41508,SMC41508,34.37703,-118.32113
SMC41509,SMC41509,33.2546,-117.23323
SMC41510,SMC41510,32.68157,-116.85512
SMC41511,SMC41511,34.76648,-118.97361
SMC41512,SMC41512,34.18985,-118.18343
SMC41513,SMC41513,33.77096,-117.32333
SMC41514,SMC41514,34.32971,-119.15161
SMC41515,SMC41515,33.09857,-116.80712
SMC41516,SMC41516,33.69304,-116.61568
SMC41517,SMC41517,34.47079,-120.25253
SMC41518,SMC41518,34.48912,-119.41964
SMC41519,SMC41519,32.86413,-116.82012
SMC41520,SMC41520,34.19934,-118.73629
SMC41521,SMC41521,33.59238,-117.51473
SMC41522,SMC41522,32.54934,-117.00116
SMC41523,SMC41523,34.60928,-119.35329
SMC41524,SMC41524,34.0781,-118.00039
SMC41525,SMC41525,33.84538,-117.51035
SMC41526,SMC41526,34.03664,-117.83971
SMC41527,SMC41527,34.47089,-119.07691
SMC41528,SMC41528,34.69169,-118.67089
SMC41529,SMC41529,33.10607,-116.92297
SMC41530,SMC41530,32.6703,-116.37498
SMC41531,SMC41531,34.05262,-117.01676
SMC41532,SMC41532,34.22506,-118.45959
SMC41533,SMC41533,33.28966,-117.09676
SMC41534,SMC41534,32.57576,-116.76782
SMC41535,SMC41535,34.0595,-117.14796
SMC41536,SMC41536,34.29958,-118.65405
SMC41537,SMC41537,34.05476,-119.78672
SMC41538,SMC41538,34.47943,-118.11972
SMC41539,SMC41539,33.88879,-117.99517
SMC41540,SMC41540,34.5722,-118.44108
SMC41541,SMC41541,33.2124,-116.66602
SMC41542,SMC41542,33.76775,-117.03446
SMC41543,SMC41543,33.57492,-117.71444
SMC41544,SMC41544,34.10373,-119.05295
SMC41545,SMC41545,33.49139,-117.02378
SMC41546,SMC41546,32.88879,-117.2039
SMC41547,SMC41547,34.2075,-116.80819
SMC41548,SMC41548,34.45442,-118.2601
SMC41549,SMC41549,33.18462,-117.07484
SMC41550,SMC41550,34.62162,-119.04991
SMC41551,SMC41551,33.97215,-117.29297
SMC41552,SMC41552,33.36127,-118.35739
SMC41553,SMC41553,34.46508,-119.27657
SMC41554,SMC41554,34.20964,-117.91482
SMC41555,SMC41555,33.85564,-116.84467
SMC41556,SMC41556,34.26497,-118.83424
SMC41557,SMC41557,33.53342,-117.35938
SMC41558,SMC41558,32.89538,-117.01255
SMC41559,SMC41559,34.20999,-117.49439
SMC41560,SMC41560,34.39472,-118.24006
SMC41561,SMC41561,33.1354,-117.14363
SMC41562,SMC41562,32.6811,-116.92752
SMC41563,SMC41563,34.69237,-119.10336
SMC41564,SMC41564,34.20935,-118.08604
SMC41565,SMC41565,33.60729,-117.26204
SMC41566,SMC41566,34.30247,-119.24011
SMC41567,SMC41567,33.07798,-116.84214
SMC41568,SMC41568,33.61681,-116.62585
SMC41569,SMC41569,34.48635,-120.14204
SMC41570,SMC41570,34.47826,-119.93097
SMC41571,SMC41571,32.66085,-116.75775
SMC41572,SMC41572,34.26422,-118.72782
SMC41573,SMC41573,32.64032,-116.98599
SMC41574,SMC41574,34.11054,-118.12408
SMC41575,SMC41575,33.83005,-117.58992
SMC41576,SMC41576,33.96687,-117.70326
SMC41577,SMC41577,34.50261,-118.83622
SMC41578,SMC41578,34.68429,-118.78703
SMC41579,SMC41579,33.30978,-116.97348
SMC41580,SMC41580,34.12147,-116.98745
SMC41581,SMC41581,33.51666,-117.17157
SMC41582,SMC41582,32.71533,-116.52749
SMC41583,SMC41583,34.19764,-117.32492
SMC41584,SMC41584,34.42359,-118.76281
SMC41585,SMC41585,33.88293,-117.10195
SMC41586,SMC41586,33.98809,-119.8512
SMC41587,SMC41587,34.43775,-119.24034
SMC41588,SMC41588,34.36097,-118.04113
SMC41589,SMC41589,33.65758,-117.85356
SMC41590,SMC41590,34.63329,-118.45342
SMC41591,SMC41591,33.12828,-116.6844
SMC41592,SMC41592,33.71222,-117.6675
SMC41593,SMC41593,33.33485,-116.88615
SMC41594,SMC41594,34.19372,-116.90022
SMC41595,SMC41595,33.48877,-117.20265
SMC41596,SMC41596,32.65173,-116.57175
SMC41597,SMC41597,34.13209,-117.25679
SMC41598,SMC41598,34.33042,-118.76007
SMC41599,SMC41599,34.00349,-117.12945
SMC41600,SMC41600,34.04739,-118.89862
SMC41601,SMC41601,34.5105,-119.13245
SMC41602,SMC41602,34.31141,-118.11995
SMC41603,SMC41603,33.3352,-116.57211
SMC41604,SMC41604,33.57805,-116.82839
SMC41605,SMC41605,33.55821,-117.74886
SMC41606,SMC41606,34.17282,-118.93282
SMC41607,SMC41607,33.48416,-116.89867
SMC41608,SMC41608,33.00817,-117.27764
SMC41609,SMC41609,34.28064,-117.43658
SMC41610,SMC41610,34.4265,-118.31426
SMC41611,SMC41611,33.13866,-117.23582
SMC41612,SMC41612,34.59084,-119.05461
SMC41613,SMC41613,33.77824,-117.10525
SMC41614,SMC41614,34.47061,-119.38037
SMC41615,SMC41615,33.83361,-117.00043
SMC41616,SMC41616,34.4235,-119.41662
SMC41617,SMC41617,32.98306,-116.79059
SMC41618,SMC41618,34.11691,-118.78516
SMC41619,SMC41619,33.76474,-117.63264
SMC41620,SMC41620,32.58723,-116.87826
SMC41621,SMC41621,34.64423,-118.89711
SMC41622,SMC41622,34.21064,-117.98368
SMC41623,SMC41623,33.5608,-117.1926
SMC41624,SMC41624,33.8596,-117.71204
SMC41625,SMC41625,34.15209,-119.19358
SMC41626,SMC41626,34.66552,-118.70732
SMC41627,SMC41627,33.22895,-116.88619
SMC41628,SMC41628,33.56205,-116.63528
SMC41629,SMC41629,33.99625,-120.08822
SMC41630,SMC41630,34.48538,-119.80517
SMC41631,SMC41631,33.31298,-117.29903
SMC41632,SMC41632,32.72072,-116.70332
SMC41633,SMC41633,34.14452,-117.15102
SMC41634,SMC41634,34.08905,-118.52732
SMC41635,SMC41635,32.72373,-116.9804
SMC41636,SMC41636,34.3252,-117.7229
SMC41637,SMC41637,33.80071,-117.48657
SMC41638,SMC41638,33.94589,-118.1637
SMC41639,SMC41639,34.43629,-118.83194
SMC41640,SMC41640,34.67047,-118.64579
SMC41641,SMC41641,33.21364,-116.5497
SMC41642,SMC41642,33.76911,-116.84186
SMC41643,SMC41643,33.79292,-117.75082
SMC41644,SMC41644,34.19231,-119.00363
SMC41645,SMC41645,33.34594,-116.86865
SMC41646,SMC41646,34.24312,-116.95796
SMC41647,SMC41647,33.4202,-117.2671
SMC41648,SMC41648,34.78235,-118.90972
SMC41649,SMC41649,33.90357,-117.06637
SMC41650,SMC41650,33.76777,-118.41055
SMC41651,SMC41651,34.31532,-119.2967
SMC41652,SMC41652,34.3602,-118.12053
SMC41653,SMC41653,33.49946,-116.69777
SMC41654,SMC41654,34.01752,-116.92776
SMC41655,SMC41655,32.93826,-118.53737
SMC41656,SMC41656,34.08059,-118.82362
SMC41657,SMC41657,33.43725,-116.90575
SMC41658,SMC41658,32.93776,-117.00721
SMC41659,SMC41659,34.1606,-117.36629
SMC41660,SMC41660,34.33023,-118.49414
SMC41661,SMC41661,33.25088,-117.28906
SMC41662,SMC41662,32.89633,-116.49753
SMC41663,SMC41663,34.58884,-118.98857
SMC41664,SMC41664,34.438720000000004,-118.55952
SMC41665,SMC41665,33.71999,-117.25834
SMC41666,SMC41666,34.37395,-119.21689
SMC41667,SMC41667,33.81064,-116.93663
SMC41668,SMC41668,34.43392,-119.57143
SMC41669,SMC41669,32.97892,-116.88545
SMC41670,SMC41670,34.13481,-118.72397
SMC41671,SMC41671,33.59452,-117.6241
SMC41672,SMC41672,32.6103,-116.80014
SMC41673,SMC41673,34.55881,-119.2964
SMC41674,SMC41674,34.2585,-117.94988
SMC41675,SMC41675,33.55529,-117.05517999999999
SMC41676,SMC41676,34.02898,-117.92023
SMC41677,SMC41677,34.54995,-118.99026
SMC41678,SMC41678,34.56723,-118.71114
SMC41679,SMC41679,33.08789,-116.97678
SMC41680,SMC41680,32.61758,-116.42145
SMC41681,SMC41681,33.91816,-120.16581
SMC41682,SMC41682,34.50196,-119.74174
SMC41683,SMC41683,33.30117,-117.20867
SMC41684,SMC41684,32.63965,-116.58829
SMC41685,SMC41685,34.06481,-117.10578
SMC41686,SMC41686,34.2192,-118.64345
SMC41687,SMC41687,34.05644,-119.90554
SMC41688,SMC41688,34.46669,-118.18795
SMC41689,SMC41689,33.93793,-117.97183
SMC41690,SMC41690,34.69157,-118.64211
SMC41691,SMC41691,33.02418,-116.61855
SMC41692,SMC41692,33.66171,-116.87825
SMC41693,SMC41693,33.71838,-117.81993
SMC41694,SMC41694,34.22785,-119.04319
SMC41695,SMC41695,33.44749,-116.98386
SMC41696,SMC41696,34.18189,-116.85154
SMC41697,SMC41697,33.27774,-117.41043
SMC41698,SMC41698,34.72928,-118.9122
SMC41699,SMC41699,33.88407,-117.31918
SMC41700,SMC41700,33.53506,-117.75966
SMC41701,SMC41701,34.50795,-119.29724
SMC41702,SMC41702,34.16931,-117.80443
SMC41703,SMC41703,33.97766,-116.98417
SMC41704,SMC41704,34.23142,-118.95844
SMC41705,SMC41705,33.51223,-117.4427
SMC41706,SMC41706,32.89643,-116.94202
SMC41707,SMC41707,34.19423,-117.55974
SMC41708,SMC41708,34.3983,-118.30976
SMC41709,SMC41709,33.13078,-117.06897
SMC41710,SMC41710,32.67789,-116.80947
SMC41711,SMC41711,34.75807,-119.03679
SMC41712,SMC41712,34.21876,-118.1443
SMC41713,SMC41713,33.59525,-117.27658
SMC41714,SMC41714,34.31375,-119.21772
SMC41715,SMC41715,33.09912,-116.84581
SMC41716,SMC41716,33.6466,-116.75268
SMC41717,SMC41717,34.46973,-120.00967
SMC41718,SMC41718,34.51971,-119.43083
SMC41719,SMC41719,32.82882,-116.88077
SMC41720,SMC41720,34.28858,-118.76398
SMC41721,SMC41721,33.56037,-117.56494000000001
SMC41722,SMC41722,32.58787,-116.98495
SMC41723,SMC41723,34.60252,-119.37738
SMC41724,SMC41724,34.16823,-117.95122
SMC41725,SMC41725,33.87934,-117.53061
SMC41726,SMC41726,33.97725,-117.70682
SMC41727,SMC41727,34.46403,-119.05584
SMC41728,SMC41728,34.69664,-118.72982
SMC41729,SMC41729,33.15531,-116.97739
SMC41730,SMC41730,32.64545,-116.40025
SMC41731,SMC41731,34.09085,-116.91076
SMC41732,SMC41732,34.28415,-118.45262
SMC41733,SMC41733,33.37262,-117.17857
SMC41734,SMC41734,32.58062,-116.74467
SMC41735,SMC41735,34.18592,-117.18565
SMC41736,SMC41736,34.28715,-118.61063
SMC41737,SMC41737,33.99694,-119.74573
SMC41738,SMC41738,34.52255,-118.19086
SMC41739,SMC41739,33.82467,-118.00082
SMC41740,SMC41740,34.58954,-118.45528
SMC41741,SMC41741,33.2344,-116.63872
SMC41742,SMC41742,33.76648,-116.89916
SMC41743,SMC41743,33.56292,-117.66904
SMC41744,SMC41744,34.07042,-118.98263
SMC41745,SMC41745,33.47782,-116.99461
SMC41746,SMC41746,32.83251,-117.09928
SMC41747,SMC41747,34.25424,-116.80853
SMC41748,SMC41748,34.52682,-118.32422
SMC41749,SMC41749,33.27141,-117.15536
SMC41750,SMC41750,34.65787,-119.09578
SMC41751,SMC41751,34.0041,-117.32567
SMC41752,SMC41752,33.42941,-118.46356
SMC41753,SMC41753,34.4367,-119.30017
SMC41754,SMC41754,34.19732,-117.91498
SMC41755,SMC41755,33.88745,-116.88682
SMC41756,SMC41756,34.20038,-118.86176
SMC41757,SMC41757,33.39877,-117.5877
SMC41758,SMC41758,32.80362,-116.94225
SMC41759,SMC41759,34.2827,-117.54032
SMC41760,SMC41760,34.31487,-118.33807
SMC41761,SMC41761,33.12206,-117.17365
SMC41762,SMC41762,32.70718,-116.91928
SMC41763,SMC41763,34.63395,-118.81311
SMC41764,SMC41764,34.29125,-118.16981
SMC41765,SMC41765,33.59208,-117.22299
SMC41766,SMC41766,34.28101,-119.13946
SMC41767,SMC41767,33.25975,-116.80268
SMC41768,SMC41768,33.5864,-116.65898
SMC41769,SMC41769,34.02973,-120.33531
SMC41770,SMC41770,34.466,-119.90607
SMC41771,SMC41771,32.69192,-116.76959
SMC41772,SMC41772,34.21816,-118.75716
SMC41773,SMC41773,32.60529,-116.94575
SMC41774,SMC41774,34.14414,-118.16633
SMC41775,SMC41775,33.98709,-117.48444
SMC41776,SMC41776,34.02973,-117.72677
SMC41777,SMC41777,34.55162,-118.87798
SMC41778,SMC41778,34.61749,-118.53922
SMC41779,SMC41779,33.30206,-116.92579
SMC41780,SMC41780,34.05033,-116.9165
SMC41781,SMC41781,33.50182,-117.15604
SMC41782,SMC41782,32.69345,-116.60479
SMC41783,SMC41783,34.18485,-117.25805
SMC41784,SMC41784,34.38078,-118.77882
SMC41785,SMC41785,33.78554,-117.10928
SMC41786,SMC41786,34.00724,-119.62132
SMC41787,SMC41787,34.50952,-119.18829
SMC41788,SMC41788,34.3066,-117.92883
SMC41789,SMC41789,33.66221,-117.79034
SMC41790,SMC41790,34.61187,-118.4339
SMC41791,SMC41791,33.05946,-116.71054
SMC41792,SMC41792,33.69506,-117.68427
SMC41793,SMC41793,33.29357,-116.90334
SMC41794,SMC41794,34.18681,-116.9536
SMC41795,SMC41795,33.49721,-117.26545
SMC41796,SMC41796,32.93835,-116.67646
SMC41797,SMC41797,34.1361,-117.18486
SMC41798,SMC41798,34.3173,-118.79285
SMC41799,SMC41799,33.93811,-117.16539
SMC41800,SMC41800,33.9969,-118.40281
SMC41801,SMC41801,34.40768,-119.31017
SMC41802,SMC41802,34.33993,-118.08375
SMC41803,SMC41803,33.27336,-116.58249
SMC41804,SMC41804,33.64611,-116.81436
SMC41805,SMC41805,33.65422,-117.75884
SMC41806,SMC41806,34.09605,-118.95206
SMC41807,SMC41807,33.46287,-116.82154
SMC41808,SMC41808,32.97756,-117.26815
SMC41809,SMC41809,34.23393,-117.41404
SMC41810,SMC41810,34.37038,-118.37832
SMC41811,SMC41811,33.12846,-117.26774
SMC41812,SMC41812,34.63507,-118.96901
SMC41813,SMC41813,33.67722,-117.05524
SMC41814,SMC41814,34.4511,-119.33683
SMC41815,SMC41815,33.88861,-117.01873
SMC41816,SMC41816,34.45303,-119.61133
SMC41817,SMC41817,32.99867,-116.79972
SMC41818,SMC41818,34.09523,-118.73481
SMC41819,SMC41819,33.74586,-117.58785
SMC41820,SMC41820,32.58886,-116.93043
SMC41821,SMC41821,34.65708,-118.90849
SMC41822,SMC41822,34.20564,-118.02526
SMC41823,SMC41823,33.58569,-117.14453
SMC41824,SMC41824,33.89547,-117.74356
SMC41825,SMC41825,34.47002,-119.00752
SMC41826,SMC41826,34.64051,-118.75955
SMC41827,SMC41827,33.18785,-116.81598
SMC41828,SMC41828,33.6285,-116.58894
SMC41829,SMC41829,33.98456,-120.13024
SMC41830,SMC41830,34.49278,-119.85385
SMC41831,SMC41831,33.34389,-117.3356
SMC41832,SMC41832,32.77738,-116.69979
SMC41833,SMC41833,34.09144,-117.14383
SMC41834,SMC41834,34.10898,-118.59268
SMC41835,SMC41835,32.75534,-116.93632
SMC41836,SMC41836,34.32364,-117.86138
SMC41837,SMC41837,33.89639,-117.48095000000001
SMC41838,SMC41838,33.96849,-118.12856
SMC41839,SMC41839,34.41471,-119.00417
SMC41840,SMC41840,34.63343,-118.63738
SMC41841,SMC41841,33.21449,-116.55701
SMC41842,SMC41842,33.68507,-116.80033
SMC41843,SMC41843,33.7634,-117.66174
SMC41844,SMC41844,34.27784,-118.99652
SMC41845,SMC41845,33.34326,-116.87912
SMC41846,SMC41846,34.07646,-116.87143
SMC41847,SMC41847,33.472410000000004,-117.25415
SMC41848,SMC41848,34.68389,-118.84917
SMC41849,SMC41849,33.78533,-117.29776
SMC41850,SMC41850,34.05361,-118.77718
SMC41851,SMC41851,34.37033,-119.30958
SMC41852,SMC41852,34.28138,-117.78521
SMC41853,SMC41853,33.43257,-116.72045
SMC41854,SMC41854,33.96247,-117.02138
SMC41855,SMC41855,32.88752,-118.46892
SMC41856,SMC41856,34.11671,-118.83039
SMC41857,SMC41857,33.40719,-116.84641
SMC41858,SMC41858,32.94378,-117.02799
SMC41859,SMC41859,34.23092,-117.38469
SMC41860,SMC41860,34.33621,-118.44365
SMC41861,SMC41861,33.22059,-117.35459
SMC41862,SMC41862,32.94514,-116.54729
SMC41863,SMC41863,34.69872,-118.99749
SMC41864,SMC41864,34.53415,-118.61453
SMC41865,SMC41865,33.72053,-117.32663
SMC41866,SMC41866,34.37366,-119.24964
SMC41867,SMC41867,33.80076,-116.7221
SMC41868,SMC41868,34.44615,-119.52972
SMC41869,SMC41869,32.89994,-116.90745
SMC41870,SMC41870,34.12094,-118.75302
SMC41871,SMC41871,33.54751,-117.60686
SMC41872,SMC41872,32.60917,-116.90488
SMC41873,SMC41873,34.57184,-119.28365
SMC41874,SMC41874,34.283,-118.00567
SMC41875,SMC41875,33.59846,-117.0737
SMC41876,SMC41876,34.03843,-117.88454
SMC41877,SMC41877,34.51366,-118.98091
SMC41878,SMC41878,34.58182,-118.80041
SMC41879,SMC41879,33.05395,-117.0441
SMC41880,SMC41880,32.66612,-116.43059
SMC41881,SMC41881,34.28188,-116.85999
SMC41882,SMC41882,34.42292,-119.71528
SMC41883,SMC41883,33.37268,-117.06472
SMC41884,SMC41884,32.63303,-116.68515
SMC41885,SMC41885,34.03319,-117.0433
SMC41886,SMC41886,34.21217,-118.58336
SMC41887,SMC41887,34.01679,-119.81686
SMC41888,SMC41888,34.45722,-118.14782
SMC41889,SMC41889,34.00809,-118.06784
SMC41890,SMC41890,34.69343,-118.57238
SMC41891,SMC41891,33.03574,-116.55848
SMC41892,SMC41892,33.68069,-116.84954
SMC41893,SMC41893,33.67737,-117.84376
SMC41894,SMC41894,34.17633,-119.0837
SMC41895,SMC41895,33.49279,-116.97604
SMC41896,SMC41896,34.15415,-116.78413
SMC41897,SMC41897,33.28261,-117.44555
SMC41898,SMC41898,34.72002,-118.95597
SMC41899,SMC41899,33.86949,-117.26925
SMC41900,SMC41900,33.49311,-117.71808
SMC41901,SMC41901,34.52752,-119.33002
SMC41902,SMC41902,34.24622,-117.90092
SMC41903,SMC41903,33.79957,-116.882
SMC41904,SMC41904,34.21401,-118.91485
SMC41905,SMC41905,33.45498,-117.49582
SMC41906,SMC41906,32.89047,-116.99302
SMC41907,SMC41907,34.1721,-117.52854
SMC41908,SMC41908,34.3677,-118.36017
SMC41909,SMC41909,33.05068,-117.11799
SMC41910,SMC41910,32.71875,-116.85197
SMC41911,SMC41911,34.74135,-119.08677
SMC41912,SMC41912,34.277,-118.12993
SMC41913,SMC41913,33.57467,-117.3437
SMC41914,SMC41914,34.34725,-119.22204
SMC41915,SMC41915,33.07562,-116.86841
SMC41916,SMC41916,33.66644,-116.69182
SMC41917,SMC41917,34.51497,-120.10521
SMC41918,SMC41918,34.52022,-119.97567
SMC41919,SMC41919,32.80635,-116.80585
SMC41920,SMC41920,34.29867,-118.80646
SMC41921,SMC41921,32.62726,-117.03327
SMC41922,SMC41922,34.08479,-117.95288
SMC41923,SMC41923,33.90651,-117.6156
SMC41924,SMC41924,33.94394,-117.75784
SMC41925,SMC41925,34.44508,-118.92726
SMC41926,SMC41926,34.76605,-118.78453
SMC41927,SMC41927,33.40128,-117.0281
SMC41928,SMC41928,32.76676,-116.38086
SMC41929,SMC41929,34.1286,-116.95533
SMC41930,SMC41930,34.24875,-118.40567
SMC41931,SMC41931,33.46755,-117.13507
SMC41932,SMC41932,32.61141,-116.75297
SMC41933,SMC41933,34.18358,-117.21608
SMC41934,SMC41934,34.38383,-118.71765
SMC41935,SMC41935,33.87768,-117.16897
SMC41936,SMC41936,34.0408,-119.71708
SMC41937,SMC41937,34.46346,-119.12603
SMC41938,SMC41938,34.50942,-118.17527
SMC41939,SMC41939,33.83491,-118.05947
SMC41940,SMC41940,34.57116,-118.41224
SMC41941,SMC41941,33.20675,-116.65983
SMC41942,SMC41942,33.67745,-117.01655
SMC41943,SMC41943,33.66139,-117.67441
SMC41944,SMC41944,34.13457,-118.98593
SMC41945,SMC41945,33.43265,-116.92713
SMC41946,SMC41946,32.82232,-117.11642
SMC41947,SMC41947,34.15065,-116.72798
SMC41948,SMC41948,34.53677,-118.24303
SMC41949,SMC41949,33.20045,-117.15017
SMC41950,SMC41950,34.66895,-119.0508
SMC41951,SMC41951,33.93057,-117.31286
SMC41952,SMC41952,33.35492,-118.46285
SMC41953,SMC41953,34.44449,-119.29458
SMC41954,SMC41954,34.15491,-117.6379
SMC41955,SMC41955,33.77388,-116.75414
SMC41956,SMC41956,34.217529999999996,-118.84254
SMC41957,SMC41957,33.39226,-117.51725
SMC41958,SMC41958,32.83282,-117.04902
SMC41959,SMC41959,34.27061,-117.54981
SMC41960,SMC41960,34.34031,-118.29333
SMC41961,SMC41961,33.78559,-117.51301
SMC41962,SMC41962,32.76336,-116.79253
SMC41963,SMC41963,34.67611,-118.87608
SMC41964,SMC41964,34.23852,-118.16597
SMC41965,SMC41965,33.59507,-117.26334
SMC41966,SMC41966,34.27536,-119.16532
SMC41967,SMC41967,33.21635,-116.89829
SMC41968,SMC41968,33.52962,-116.70133
SMC41969,SMC41969,33.99216,-120.16039
SMC41970,SMC41970,34.47565,-119.85599
SMC41971,SMC41971,32.67862,-116.67129
SMC41972,SMC41972,34.23502,-118.78949
SMC41973,SMC41973,32.73232,-117.05895
SMC41974,SMC41974,34.29102,-117.67468
SMC41975,SMC41975,33.96441,-117.49568
SMC41976,SMC41976,33.99179,-117.73417
SMC41977,SMC41977,34.49407,-118.94613
SMC41978,SMC41978,34.64241,-118.52175
SMC41979,SMC41979,33.34517,-116.92058
SMC41980,SMC41980,34.19009,-117.01015
SMC41981,SMC41981,33.48491,-117.10413
SMC41982,SMC41982,32.65647,-116.61369
SMC41983,SMC41983,34.06148,-117.26755
SMC41984,SMC41984,34.32916,-118.69352
SMC41985,SMC41985,34.00681,-117.09338
SMC41986,SMC41986,34.045,-119.58187
SMC41987,SMC41987,34.52928,-119.1916
SMC41988,SMC41988,34.32748,-118.19621
SMC41989,SMC41989,33.6031,-117.81344
SMC41990,SMC41990,34.6498,-118.41658
SMC41991,SMC41991,33.14944,-116.726
SMC41992,SMC41992,33.57912,-117.80413
SMC41993,SMC41993,33.35039,-116.92032
SMC41994,SMC41994,32.87599,-116.45627
SMC41995,SMC41995,34.20186,-117.01242
SMC41996,SMC41996,34.21486,-118.24866
SMC41997,SMC41997,32.66436,-116.61738
SMC41998,SMC41998,34.3232,-118.67943
SMC41999,SMC41999,34.04208,-119.59345
SMC42000,SMC42000,34.32489,-118.1995
SMC42001,SMC42001,33.20087,-116.65365
SMC42002,SMC42002,33.64718,-117.66382
SMC42003,SMC42003,33.42489,-116.92047
SMC42004,SMC42004,34.16933,-116.7135
SMC42005,SMC42005,33.18789,-117.20187
SMC42006,SMC42006,34.67124,-119.06229
SMC42007,SMC42007,33.42454,-118.42571
SMC42008,SMC42008,34.13654,-117.62909
SMC42009,SMC42009,33.77151,-116.77859
SMC42010,SMC42010,34.22818,-118.87875
SMC42011,SMC42011,33.39125,-117.50859
SMC42012,SMC42012,34.26579,-117.55634
SMC42013,SMC42013,33.78153,-117.52031
SMC42014,SMC42014,34.66755,-118.87519
SMC42015,SMC42015,33.59012,-117.2586
SMC42016,SMC42016,34.26785,-119.15833
SMC42017,SMC42017,33.53628,-116.73042
SMC42018,SMC42018,34.46823,-119.85857
SMC42019,SMC42019,32.675,-116.67239
SMC42020,SMC42020,34.23162,-118.78038
SMC42021,SMC42021,33.60257,-117.48701
SMC42022,SMC42022,32.74344,-117.08082
SMC42023,SMC42023,34.63837,-119.2304
SMC42024,SMC42024,34.30456,-117.65652
SMC42025,SMC42025,33.95966,-117.52846
SMC42026,SMC42026,34.49422,-118.95876
SMC42027,SMC42027,33.06622,-116.71891
SMC42028,SMC42028,33.67564,-117.68399
SMC42029,SMC42029,33.28661,-116.91326
SMC42030,SMC42030,32.73348,-117.12882
SMC42031,SMC42031,34.18645,-116.92009
SMC42032,SMC42032,34.27047,-118.33339
SMC42033,SMC42033,32.92331,-116.66168
SMC42034,SMC42034,34.31796,-118.77991
SMC42035,SMC42035,34.00554,-118.39895
SMC42036,SMC42036,34.33312,-118.07805
SMC42037,SMC42037,33.28916,-116.57516
