,SampleID2,SampleID,StationCode,SampleDate,Replicate,SampleType,D_ValveCount,S_EntityCount,S_Biovolume,D_NumberTaxa,S_NumberTaxa,H_NumberTaxa,UnrecognizedTaxa,D_ASCI,S_ASCI,H_ASCI,Comments,version_number,RefCalVal,SiteSetSample2
690,309LAS1MI_06/13/12_1,309LAS1MI_6/13/12_1,309LAS1MI,6/13/2012,1,"Microalgae, Macroalgae, Integrated",601,0,2329140970,53,31,84,NA,0.97120309,1.118921576,0.869510525,,2.5.2,,Intermediate
691,309LOR_05/29/12_1,309LOR_5/29/12_1,309LOR,5/29/2012,1,"Microalgae, Macroalgae, Integrated",600,0,46182226110,31,17,48,NA,0.749852098,0.937861974,0.747009785,,2.5.2,,Intermediate
692,309NAF_05/24/12_1,309NAF_5/24/12_1,309NAF,5/24/2012,1,"Microalgae, Macroalgae, Integrated",600,0,40405135302,36,6,42,NA,1.053577346,1.263551851,1.144909997,,2.5.2,Cal,Reference
693,309PS0040_06/03/08_1,309PS0040_6/3/08_1,309PS0040,6/3/2008,1,"Microalgae, Integrated",616,0,61408.5,28,3,31,NA,0.895886042,0,0.812366621,,2.5.2,,Intermediate
694,309PS0043_06/10/09_1,309PS0043_6/10/09_1,309PS0043,6/10/2009,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,115,1443454248,29,21,50,NA,0.840082169,0.944042087,0.850049279,,2.5.2,,Intermediate
695,309PS0043_07/08/09_1,309PS0043_7/8/09_1,309PS0043,7/8/2009,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,2946621594,25,24,49,NA,0.877866015,0.92805021,0.865259643,,2.5.2,,Intermediate
696,309PS0072_06/23/10_1,309PS0072_6/23/10_1,309PS0072,6/23/2010,1,"Macroalgae, Microalgae, Integrated",600,0,288633041.2,49,5,54,NA,0.49823277,0.948729768,0.500842787,,2.5.2,,Stressed
697,309PS0116_06/16/11_1,309PS0116_6/16/11_1,309PS0116,6/16/2011,1,"Microalgae, Macroalgae, Integrated",600,0,56282839.83,26,18,44,NA,1.040422958,1.342753179,1.156782355,,2.5.2,Cal,Reference
698,309PS0116_06/16/11_2,309PS0116_6/16/11_2,309PS0116,6/16/2011,2,"Microalgae, Macroalgae, Integrated",600,0,43598962.23,33,11,44,NA,1.028962834,1.261637922,1.089889161,,2.5.2,,Reference
699,309PSO_05/22/12_1,309PSO_5/22/12_1,309PSO,5/22/2012,1,"Microalgae, Macroalgae, Integrated",600,0,14449150592,32,28,60,NA,0.743983096,0.836317228,0.638039757,,2.5.2,,Stressed
700,309SAP_05/23/12_1,309SAP_5/23/12_1,309SAP,5/23/2012,1,"Macroalgae, Microalgae, Epiphyte, Integrated",600,100,5796201330,38,38,76,NA,0.995786835,1.163675407,0.926244811,,2.5.2,,Intermediate
701,309SARANF_08/26/08_1,309SARANF_8/26/08_1,309SARANF,8/26/2008,1,"Microalgae, Integrated",611,0,81454397.72,42,27,69,NA,1.047815956,0.993151181,0.928055091,,2.5.2,,Intermediate
702,309SAT_05/23/12_1,309SAT_5/23/12_1,309SAT,5/23/2012,1,"Microalgae, Macroalgae, Epiphyte, Integrated",600,100,11551502254,26,17,43,NA,0.618726646,0.604102185,0.595358009,,2.5.2,,Stressed
703,309SDCMCC_07/14/08_1,309SDCMCC_7/14/08_1,309SDCMCC,7/14/2008,1,"Microalgae, Integrated",59,0,866970.1,10,2,12,NA,0.895317968,0.308035174,0.906689958,,2.5.2,,Intermediate
704,309SEC_07/02/12_1,309SEC_7/2/12_1,309SEC,7/2/2012,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,11552458137,40,26,66,NA,1.06585269,1.21415872,1.061689241,,2.5.2,,Intermediate
705,309SED071_04/03/12_1,309SED071_4/3/12_1,309SED071,4/3/2012,1,"Microalgae, Macroalgae, Epiphyte, Integrated",600,100,8432238088,36,16,52,NA,1.154507865,1.162333479,1.151412989,,2.5.2,,Intermediate
706,309SED071_05/03/12_1,309SED071_5/3/12_1,309SED071,5/3/2012,1,"Microalgae, Macroalgae, Epiphyte, Integrated",601,100,50133736.36,33,17,50,NA,1.151200246,1.146797822,1.142880279,,2.5.2,,Intermediate
707,309SED071_06/13/12_1,309SED071_6/13/12_1,309SED071,6/13/2012,1,"Microalgae, Integrated",601,0,3084013.839,32,15,47,NA,1.075161977,1.077581946,1.054705366,,2.5.2,,Intermediate
708,309SED071_07/24/12_1,309SED071_7/24/12_1,309SED071,7/24/2012,1,"Microalgae, Epiphyte, Macroalgae, Integrated",601,100,40868122.72,36,17,53,NA,0.947089088,1.17827224,0.972250547,,2.5.2,,Intermediate
709,309SED071_08/30/12_1,309SED071_8/30/12_1,309SED071,8/30/2012,1,"Microalgae, Macroalgae, Integrated",601,0,1129499759,40,16,56,NA,0.93579802,1.02838746,0.912469694,,2.5.2,,Intermediate
710,309SET_05/31/12_1,309SET_5/31/12_1,309SET,5/31/2012,1,"Microalgae, Macroalgae, Integrated",600,0,1.01E+11,28,31,59,NA,1.151199646,1.090889422,1.126931726,,2.5.2,,Stressed
711,309SET_05/31/12_2,309SET_5/31/12_2,309SET,5/31/2012,2,"Microalgae, Macroalgae, Integrated",600,0,1.13E+11,32,33,65,NA,1.121312231,1.118145288,1.11433781,,2.5.2,,Stressed
712,309WLCATC_06/22/10_1,309WLCATC_6/22/10_1,309WLCATC,6/22/2010,1,"Microalgae, Integrated",600,0,6417089.104,15,7,22,NA,0.985390534,1.208269321,1.089259957,,2.5.2,Cal,Reference
713,310AGS_05/29/14_1,310AGS_5/29/14_1,310AGS,5/29/2014,1,"Epiphyte, Microalgae, Macroalgae, Integrated",600,100,1042108764,15,13,28,NA,0.756267032,0.864360924,0.880253196,,2.5.2,,Intermediate
714,310COO_06/24/10_1,310COO_6/24/10_1,310COO,6/24/2010,1,"Microalgae, Integrated",600,0,259947.475,21,2,23,NA,0.966379382,0.849403265,1.036873142,,2.5.2,Val,Reference
715,310LPCBPC_06/09/09_1,310LPCBPC_6/9/09_1,310LPCBPC,6/9/2009,1,"Microalgae, Integrated",600,0,4256545.66,25,6,31,NA,1.193010546,1.263551851,1.214057323,,2.5.2,Cal,Reference
716,310OLD_06/15/10_1,310OLD_6/15/10_1,310OLD,6/15/2010,1,"Macroalgae, Epiphyte, Microalgae, Integrated",600,100,29413353.2,22,4,26,NA,0.881634958,0.466258191,0.853645727,,2.5.2,,Intermediate
717,310SSU_06/15/11_1,310SSU_6/15/11_1,310SSU,6/15/2011,1,"Microalgae, Epiphyte, Macroalgae, Integrated",601,100,4333277169,21,10,31,NA,0.998698603,0.902578437,1.027379843,,2.5.2,,Intermediate
718,310SSU_08/11/11_1,310SSU_8/11/11_1,310SSU,8/11/2011,1,"Macroalgae, Microalgae, Integrated",650,0,50957224221,28,26,54,NA,0.9105687,1.137592957,1.071650215,,2.5.2,,Intermediate
719,312CAV_04/19/13_1,312CAV_4/19/13_1,312CAV,4/19/2013,1,"Microalgae, Macroalgae, Epiphyte, Integrated",600,100,21662665935,34,10,44,NA,0.833311864,0.79757706,0.793544146,,2.5.2,,Intermediate
720,312DAVDAV_06/07/12_1,312DAVDAV_6/7/12_1,312DAVDAV,6/7/2012,1,"Microalgae, Integrated",600,0,7061527,36,8,44,NA,1.041272549,1.029027722,1.018521807,,2.5.2,Cal,Reference
721,312MZCDBC_05/13/14_1,312MZCDBC_5/13/14_1,312MZCDBC,5/13/2014,1,"Epiphyte, Integrated, Macroalgae, Microalgae",49,100,48750221.32,18,56,74,NA,1.280958609,1.10437728,1.219647823,,2.5.2,Val,Reference
722,312MZCDBC_06/14/10_1,312MZCDBC_6/14/10_1,312MZCDBC,6/14/2010,1,"Integrated, Microalgae",600,0,1946331.6,24,5,29,NA,1.017187556,1.010852056,1.027225945,,2.5.2,,Reference
723,312ORB_05/15/13_1,312ORB_5/15/13_1,312ORB,5/15/2013,1,"Macroalgae, Epiphyte, Microalgae, Integrated",601,100,20181073078,42,8,50,NA,0.64398408,0.392393468,0.481453274,,2.5.2,,Stressed
724,312PS0099_06/14/10_1,312PS0099_6/14/10_1,312PS0099,6/14/2010,1,"Microalgae, Integrated",600,0,6481543.523,37,6,43,NA,0.927371041,1.02879081,0.943480045,,2.5.2,Cal,Reference
725,312PS0099_06/14/10_2,312PS0099_6/14/10_2,312PS0099,6/14/2010,2,"Microalgae, Macroalgae, Epiphyte, Integrated",600,100,326849256,40,8,48,NA,0.771153675,1.051214253,0.784936724,,2.5.2,,Reference
726,312RYCALR_06/16/10_1,312RYCALR_6/16/10_1,312RYCALR,6/16/2010,1,"Microalgae, Macroalgae, Integrated",600,0,307102414.5,22,8,30,NA,1.027769698,1.06299839,1.097434804,,2.5.2,Val,Reference
727,312SIV_05/03/13_1,312SIV_5/3/13_1,312SIV,5/3/2013,1,"Microalgae, Epiphyte, Macroalgae, Integrated",601,100,14444018670,39,29,68,NA,0.622199546,0.8743144,0.617931508,,2.5.2,,Intermediate
728,313SAB_05/29/14_1,313SAB_5/29/14_1,313SAB,5/29/2014,1,"Microalgae, Integrated",600,0,451159.3857,18,8,26,NA,0.750296672,0.578184977,0.779036919,,2.5.2,,Intermediate
729,314WE1102_06/12/12_1,314WE1102_6/12/12_1,314WE1102,6/12/2012,1,"Microalgae, Integrated",600,0,1133848.19,37,8,45,NA,0.952922781,1.051214253,0.905878986,,2.5.2,,Intermediate
730,315ARH101_06/14/10_1,315ARH101_6/14/10_1,315ARH101,6/14/2010,1,"Epiphyte, Microalgae, Macroalgae, Integrated",600,101,25986172360,11,9,20,NA,1.265133079,1.029118004,1.296735434,,2.5.2,,Intermediate
731,315CHCALS_06/15/10_1,315CHCALS_6/15/10_1,315CHCALS,6/15/2010,1,"Macroalgae, Microalgae, Integrated",600,0,2.19E+11,18,4,22,NA,0.747366489,0.164036391,0.729999968,,2.5.2,Cal,Reference
732,402BA0031_05/28/08_1,402BA0031_5/28/08_1,402BA0031,5/28/2008,1,"Epiphyte, Microalgae, Macroalgae, Integrated",600,100,51988354997,17,13,30,NA,1.116115336,1.249846002,1.174562443,,2.5.2,,Intermediate
733,402BA0079_05/28/08_1,402BA0079_5/28/08_1,402BA0079,5/28/2008,1,"Microalgae, Macroalgae, Epiphyte, Integrated",600,100,31731850379,19,19,38,NA,0.767392935,0.796020054,0.765032889,,2.5.2,,Intermediate
734,402BA0095_05/29/08_1,402BA0095_5/29/08_1,402BA0095,5/29/2008,1,"Microalgae, Macroalgae, Epiphyte, Integrated",598,100,20204906138,19,11,30,NA,0.935744404,1.152278817,1.034711242,,2.5.2,Val,Reference
735,402BA0143_05/21/08_1,402BA0143_5/21/08_1,402BA0143,5/21/2008,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,14052795626,21,35,56,NA,0.91990179,0.964293586,0.946687754,,2.5.2,,Intermediate
736,402BA0287_06/09/08_1,402BA0287_6/9/08_1,402BA0287,6/9/2008,1,"Macroalgae, Microalgae, Epiphyte, Integrated",600,100,77968507646,23,17,40,NA,1.140143337,1.299795602,1.236698322,,2.5.2,Cal,Reference
737,402BA0287_06/09/08_2,402BA0287_6/9/08_2,402BA0287,6/9/2008,2,"Epiphyte, Microalgae, Macroalgae",0,100,11311353708,0,18,18,NA,NA,0.884814152,NA,Warning - Only Soft Body data present,2.5.2,,Reference
738,402BA0335_05/27/08_1,402BA0335_5/27/08_1,402BA0335,5/27/2008,1,"Microalgae, Macroalgae, Epiphyte, Integrated",600,100,40431336297,26,19,45,NA,0.604428992,0.696939506,0.610972051,,2.5.2,,Intermediate
739,402BA0335_05/27/08_2,402BA0335_5/27/08_2,402BA0335,5/27/2008,2,"Microalgae, Macroalgae, Epiphyte, Integrated",600,100,37491050955,19,18,37,NA,0.615752098,0.623921138,0.666458476,,2.5.2,,Intermediate
740,402M00002_08/13/15_1,402M00002_8/13/15_1,402M00002,8/13/2015,1,Integrated,607,0,0,29,0,29,NA,0.629549188,NA,NA,Warning - Only Diatom data present,2.5.2,,Stressed
741,402M00005_06/11/15_1,402M00005_6/11/15_1,402M00005,6/11/2015,1,"Microalgae, Macroalgae, Integrated",600,0,1225478339,49,27,76,NA,0.916365203,1.070269882,0.920222144,,2.5.2,Cal,Reference
742,402M00009_06/29/15_1,402M00009_6/29/15_1,402M00009,6/29/2015,1,Integrated,600,0,0,59,0,59,NA,1.028159102,NA,NA,Warning - Only Diatom data present,2.5.2,Cal,Reference
743,402MTCUNF_06/05/12_1,402MTCUNF_6/5/12_1,402MTCUNF,6/5/2012,1,"Epiphyte, Macroalgae, Microalgae, Integrated",600,100,3580083807,38,6,44,NA,1.138420806,0.993402048,1.196797531,,2.5.2,Cal,Reference
744,402PS0048_05/21/08_1,402PS0048_5/21/08_1,402PS0048,5/21/2008,1,"Microalgae, Integrated",600,0,490157085.7,29,12,41,NA,0.904831367,0.959766046,0.955678406,,2.5.2,Val,Reference
745,402SNPMCR_05/28/14_1,402SNPMCR_5/28/14_1,402SNPMCR,5/28/2014,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,250,13924695122,62,28,90,NA,0.657834872,0.826333757,0.524265216,,2.5.2,,NA
746,402SNPMCR_06/18/14_1,402SNPMCR_6/18/14_1,402SNPMCR,6/18/2014,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,12,57340644333,55,29,84,NA,0.761060303,1.119927664,0.751074898,,2.5.2,,NA
747,402SNPMCR_07/08/14_1,402SNPMCR_7/8/14_1,402SNPMCR,7/8/2014,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,203,16252025784,60,35,95,NA,0.752389573,0.949708866,0.636110383,,2.5.2,,NA
748,402SNPMCR_07/29/14_1,402SNPMCR_7/29/14_1,402SNPMCR,7/29/2014,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,102,24844891935,57,40,97,NA,0.81960805,1.116454608,0.766614042,,2.5.2,,NA
749,403BA0015_05/19/08_1,403BA0015_5/19/08_1,403BA0015,5/19/2008,1,"Macroalgae, Microalgae, Epiphyte, Integrated",600,100,8.48E+11,23,21,44,NA,1.115393962,1.248086318,1.182164104,,2.5.2,Cal,Reference
750,403BA0027_05/20/08_1,403BA0027_5/20/08_1,403BA0027,5/20/2008,1,"Macroalgae, Epiphyte, Microalgae, Integrated",600,100,14026958475,31,20,51,NA,0.902354242,1.250064242,0.915115308,,2.5.2,,Intermediate
751,403BA0027_06/18/14_1,403BA0027_6/18/14_1,403BA0027,6/18/2014,1,"Microalgae, Macroalgae, Epiphyte, Integrated",600,62,39837081147,40,21,61,NA,1.02367677,0.9540076,0.945257169,,2.5.2,,Intermediate
752,403BA0047_05/15/08_1,403BA0047_5/15/08_1,403BA0047,5/15/2008,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,8660071751,16,5,21,NA,0.64318773,0.644984608,0.792754724,,2.5.2,,Stressed
753,403BA0064_05/12/08_1,403BA0064_5/12/08_1,403BA0064,5/12/2008,1,"Microalgae, Macroalgae, Epiphyte, Integrated",600,100,86668814525,20,13,33,NA,1.041444618,0.816256799,0.976017869,,2.5.2,,Reference
754,403BA0064_06/18/14_1,403BA0064_6/18/14_1,403BA0064,6/18/2014,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,13021100789,28,14,42,NA,0.642050433,0.930178472,0.702703989,,2.5.2,Cal,Reference
755,403BA0068_05/14/08_1,403BA0068_5/14/08_1,403BA0068,5/14/2008,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,20200252492,18,20,38,NA,0.6069514,0.951198817,0.705523667,,2.5.2,,Stressed
756,403BA0136_05/13/08_1,403BA0136_5/13/08_1,403BA0136,5/13/2008,1,"Microalgae, Integrated",600,0,226638,21,2,23,NA,0.654164789,1.056424685,0.684104932,,2.5.2,,Intermediate
757,403BA0136_06/17/14_1,403BA0136_6/17/14_1,403BA0136,6/17/2014,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,6,29412757.85,32,10,42,NA,0.878007702,0.957355921,0.847510867,,2.5.2,,Intermediate
758,403BA0140_05/21/08_1,403BA0140_5/21/08_1,403BA0140,5/21/2008,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,14288518210,22,16,38,NA,0.869462589,1.252843394,0.96824442,,2.5.2,Cal,Reference
759,403BA0171_05/19/08_1,403BA0171_5/19/08_1,403BA0171,5/19/2008,1,"Epiphyte, Macroalgae, Microalgae, Integrated",600,100,28853670556,37,13,50,NA,0.961567892,1.13257473,0.946897081,,2.5.2,Cal,Reference
760,403BA0191_05/14/08_1,403BA0191_5/14/08_1,403BA0191,5/14/2008,1,"Microalgae, Macroalgae, Epiphyte, Integrated",600,100,43290366311,21,11,32,NA,0.981177002,0.482894726,0.899093291,,2.5.2,,Intermediate
761,403BA0960_05/21/08_1,403BA0960_5/21/08_1,403BA0960,5/21/2008,1,"Macroalgae, Microalgae, Epiphyte, Integrated",600,100,14291074140,37,19,56,NA,0.950553019,1.214717515,0.997293845,,2.5.2,,Reference
762,403FCA022_05/29/13_1,403FCA022_5/29/13_1,403FCA022,5/29/2013,1,"Microalgae, Integrated",600,0,7129843.399,43,6,49,NA,0.39870791,0.618646613,0.491444113,,2.5.2,,Intermediate
763,403LNCASC_06/15/10_1,403LNCASC_6/15/10_1,403LNCASC,6/15/2010,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,1845821056,15,22,37,NA,1.155700842,1.261446529,1.129978253,,2.5.2,Cal,Reference
764,403M01505_06/29/15_1,403M01505_6/29/15_1,403M01505,6/29/2015,1,Integrated,618,0,0,39,0,39,NA,1.052926941,NA,NA,Warning - Only Diatom data present,2.5.2,,Intermediate
765,403M01506_06/17/15_1,403M01506_6/17/15_1,403M01506,6/17/2015,1,Integrated,613,0,0,39,0,39,NA,1.090365325,NA,NA,Warning - Only Diatom data present,2.5.2,,Intermediate
766,403M05757_06/29/15_1,403M05757_6/29/15_1,403M05757,6/29/2015,1,Integrated,611,0,0,32,0,32,NA,1.107674381,NA,NA,Warning - Only Diatom data present,2.5.2,,Intermediate
767,403M05758_06/29/15_1,403M05758_6/29/15_1,403M05758,6/29/2015,1,Integrated,624,0,0,36,0,36,NA,0.273272031,NA,NA,Warning - Only Diatom data present,2.5.2,,Stressed
768,403M05771_04/30/15_1,403M05771_4/30/15_1,403M05771,4/30/2015,1,Integrated,600,0,0,36,0,36,NA,0.644412354,NA,NA,Warning - Only Diatom data present,2.5.2,,Intermediate
769,403PRCAGH_06/02/11_1,403PRCAGH_6/2/11_1,403PRCAGH,6/2/2011,1,"Microalgae, Macroalgae, Integrated",642,0,879053.838,22,7,29,NA,0.729654306,0.894916694,0.840237108,,2.5.2,,Intermediate
770,403S00064_06/02/10_1,403S00064_6/2/10_1,403S00064,6/2/2010,1,"Microalgae, Macroalgae, Epiphyte, Integrated",600,100,17495384296,34,18,52,NA,1.120107718,1.219700659,1.117248052,,2.5.2,,Reference
771,403S00640_06/11/09_1,403S00640_6/11/09_1,403S00640,6/11/2009,1,"Microalgae, Integrated",600,0,726790.832,27,10,37,NA,0.852475001,1.079241339,0.933231,,2.5.2,,Intermediate
772,403S00640_06/11/09_2,403S00640_6/11/09_2,403S00640,6/11/2009,2,"Microalgae, Integrated",600,0,1035814.32,29,11,40,NA,0.861876442,1.046600872,0.874679134,,2.5.2,,Intermediate
773,403S00772_05/20/09_1,403S00772_5/20/09_1,403S00772,5/20/2009,1,"Epiphyte, Microalgae, Macroalgae, Integrated",600,100,1364221214,19,12,31,NA,0.958044902,1.066911166,1.043471394,,2.5.2,,Intermediate
774,403S00831_06/10/10_1,403S00831_6/10/10_1,403S00831,6/10/2010,1,"Microalgae, Epiphyte, Macroalgae, Integrated",593,100,14486459999,42,30,72,NA,0.885027049,1.211026569,0.775656174,,2.5.2,,Intermediate
775,403S00875_06/24/10_1,403S00875_6/24/10_1,403S00875,6/24/2010,1,"Macroalgae, Microalgae, Integrated",452,0,3175791550,39,20,59,NA,1.056282842,1.332155066,1.085009507,,2.5.2,Cal,Reference
776,403S00960_06/02/10_1,403S00960_6/2/10_1,403S00960,6/2/2010,1,"Microalgae, Macroalgae, Integrated",600,0,178608266.2,31,14,45,NA,1.002128533,1.272015538,1.107488121,,2.5.2,Cal,Reference
777,403S01136_06/13/11_1,403S01136_6/13/11_1,403S01136,6/13/2011,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,3431087058,36,10,46,NA,0.387301994,0.800335185,0.511477961,,2.5.2,,Intermediate
778,403S01163_06/08/09_1,403S01163_6/8/09_1,403S01163,6/8/2009,1,"Epiphyte, Macroalgae, Microalgae, Integrated",600,100,3661069288,23,9,32,NA,0.727195685,0.759285425,0.796764923,,2.5.2,,Intermediate
779,403S01195_06/10/09_1,403S01195_6/10/09_1,403S01195,6/10/2009,1,"Microalgae, Integrated",600,0,942493863.5,33,21,54,NA,0.878650175,1.276651136,0.902504272,,2.5.2,,Intermediate
780,403S01272_06/09/09_1,403S01272_6/9/09_1,403S01272,6/9/2009,1,"Epiphyte, Microalgae, Macroalgae, Integrated",600,100,37526820093,10,9,19,NA,0.668706945,0.76350008,0.848795376,,2.5.2,,Intermediate
781,403S01536_07/12/11_1,403S01536_7/12/11_1,403S01536,7/12/2011,1,"Microalgae, Integrated",600,0,1608620,65,3,68,NA,0.719802976,0.578184977,0.653573248,,2.5.2,Cal,Reference
782,403S01536_07/12/11_2,403S01536_7/12/11_2,403S01536,7/12/2011,2,"Microalgae, Macroalgae, Integrated",600,0,27130847.1,65,4,69,NA,0.915869811,0.578184977,0.831359993,,2.5.2,,Reference
783,403S01707_06/07/10_1,403S01707_6/7/10_1,403S01707,6/7/2010,1,"Macroalgae, Microalgae, Integrated",600,0,14519293683,36,25,61,NA,0.816379925,1.396315052,0.964201128,,2.5.2,,Intermediate
784,403S01728_07/13/11_1,403S01728_7/13/11_1,403S01728,7/13/2011,1,"Microalgae, Macroalgae, Integrated",600,0,1.01E+11,26,8,34,NA,0.695762467,0.578719219,0.876075759,,2.5.2,,Intermediate
785,403S01784_06/09/09_1,403S01784_6/9/09_1,403S01784,6/9/2009,1,"Epiphyte, Microalgae, Macroalgae, Integrated",600,100,63504884677,20,20,40,NA,0.588322529,0.81378672,0.771658585,,2.5.2,,Stressed
786,403S01883_06/21/10_1,403S01883_6/21/10_1,403S01883,6/21/2010,1,"Microalgae, Epiphyte, Macroalgae, Integrated",598,100,341943143.6,26,7,33,NA,0.933050007,0.886927609,0.865103408,,2.5.2,Cal,Reference
787,403S02363_06/16/11_1,403S02363_6/16/11_1,403S02363,6/16/2011,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,37,128467180.4,68,21,89,NA,0.750883955,1.124644397,0.665074306,,2.5.2,,Intermediate
788,403S02764_06/14/11_1,403S02764_6/14/11_1,403S02764,6/14/2011,1,"Epiphyte, Microalgae, Macroalgae, Integrated",600,100,14466867272,62,11,73,NA,0.430992777,0.896175864,0.418621299,,2.5.2,,Intermediate
789,403S03320_06/08/10_1,403S03320_6/8/10_1,403S03320,6/8/2010,1,"Macroalgae, Epiphyte, Microalgae, Integrated",190,100,8660023173,24,5,29,NA,0.420833188,0.164036391,0.555293054,,2.5.2,,Stressed
790,403S03643_06/24/10_1,403S03643_6/24/10_1,403S03643,6/24/2010,1,"Epiphyte, Microalgae, Macroalgae, Integrated",600,100,2902995324,57,17,74,NA,0.807302714,1.001252761,0.774440016,,2.5.2,Cal,Reference
791,403S03643_06/24/10_2,403S03643_6/24/10_2,403S03643,6/24/2010,2,"Epiphyte, Microalgae, Macroalgae, Integrated",600,100,289732956.2,54,10,64,NA,0.843174876,0.97300675,0.833667305,,2.5.2,,Reference
792,403S03832_06/08/09_1,403S03832_6/8/09_1,403S03832,6/8/2009,1,"Microalgae, Integrated",600,0,5164292.296,21,10,31,NA,0.868480813,1.009422223,0.928875137,,2.5.2,,Stressed
793,403S04600_06/08/10_1,403S04600_6/8/10_1,403S04600,6/8/2010,1,"Epiphyte, Microalgae, Macroalgae, Integrated",600,100,97197830342,30,10,40,NA,0.476071619,0.531943106,0.549373091,,2.5.2,,Intermediate
794,403S04868_06/15/11_1,403S04868_6/15/11_1,403S04868,6/15/2011,1,"Microalgae, Macroalgae, Integrated",600,0,5898288320,24,11,35,NA,0.983441781,1.108486531,1.065237762,,2.5.2,,Stressed
795,403S05247_06/01/10_1,403S05247_6/1/10_1,403S05247,6/1/2010,1,"Microalgae, Macroalgae, Epiphyte, Integrated",600,110,89519530946,29,20,49,NA,0.633389982,0.788525906,0.651948624,,2.5.2,,Stressed
796,403S05291_06/07/10_1,403S05291_6/7/10_1,403S05291,6/7/2010,1,"Macroalgae, Microalgae, Epiphyte, Integrated",598,100,5827885566,32,18,50,NA,1.154595271,1.244726916,1.243918215,,2.5.2,,Intermediate
797,403S06139_06/27/12_1,403S06139_6/27/12_1,403S06139,6/27/2012,1,"Macroalgae, Microalgae, Epiphyte, Integrated",601,100,7247875122,44,43,87,NA,0.825213449,1.314089242,0.879417424,,2.5.2,,Intermediate
798,403S06283_06/13/12_1,403S06283_6/13/12_1,403S06283,6/13/2012,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,3922524774,46,10,56,NA,0.78370059,0.915620934,0.71521273,,2.5.2,,Intermediate
799,403S06315_06/27/12_1,403S06315_6/27/12_1,403S06315,6/27/2012,1,"Macroalgae, Microalgae, Epiphyte, Integrated",601,100,335768812.3,32,29,61,NA,1.039151702,1.233788177,1.058080902,,2.5.2,Cal,Reference
800,403S06660_06/14/12_1,403S06660_6/14/12_1,403S06660,6/14/2012,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,86371464.45,32,30,62,NA,0.96596096,0.853446114,0.806992257,,2.5.2,,Intermediate
801,403S06660_06/14/12_2,403S06660_6/14/12_2,403S06660,6/14/2012,2,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,6905845905,33,38,71,NA,0.833166995,0.947341193,0.692043003,,2.5.2,,Intermediate
802,403S06904_06/09/10_1,403S06904_6/9/10_1,403S06904,6/9/2010,1,"Microalgae, Macroalgae, Epiphyte, Integrated",600,100,15276149022,39,10,49,NA,0.392390997,0.686672292,0.533277693,,2.5.2,,Intermediate
803,403S07024_06/13/12_1,403S07024_6/13/12_1,403S07024,6/13/2012,1,"Macroalgae, Epiphyte, Microalgae, Integrated",600,100,4570000996,23,3,26,NA,0.759761197,0.164036391,0.77872031,,2.5.2,,Intermediate
804,403S07227_06/27/12_1,403S07227_6/27/12_1,403S07227,6/27/2012,1,"Macroalgae, Microalgae, Epiphyte, Integrated",600,100,3581848432,33,46,79,NA,1.146578059,1.202153417,1.118556896,,2.5.2,,Intermediate
805,403S11084_06/09/10_1,403S11084_6/9/10_1,403S11084,6/9/2010,1,"Macroalgae, Epiphyte, Microalgae, Integrated",600,100,2888247977,29,6,35,NA,0.380713419,0.396495456,0.459131123,,2.5.2,,Stressed
806,403S14156_06/09/09_1,403S14156_6/9/09_1,403S14156,6/9/2009,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,1.24E+11,16,22,38,NA,0.3968276,0.721845454,0.601141583,,2.5.2,,Stressed
807,403S15608_06/08/10_1,403S15608_6/8/10_1,403S15608,6/8/2010,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,34615807031,45,13,58,NA,0.525990643,0.506270798,0.498182176,,2.5.2,,Intermediate
808,403S16332_06/26/13_1,403S16332_6/26/13_1,403S16332,6/26/2013,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,6358681822,29,20,49,NA,0.899712467,1.127157167,0.994054911,,2.5.2,,Intermediate
809,403S16493_06/24/13_1,403S16493_6/24/13_1,403S16493,6/24/2013,1,"Microalgae, Macroalgae, Epiphyte, Integrated",600,21,42264767.81,54,39,93,NA,0.929849978,0.994699125,0.743793657,,2.5.2,,Intermediate
