masterid,latitude,longitude,huc,county,psa_lu,comid,psa6c,regionalboardnumber,area_sqkm,new_lat,new_long,site_elev,elev_range,ppt_00_09,maxwd_ws,meanp_ws,minp_ws,sumave_p,xwd_ws,temp_00_09,tmax_ws,atmca,atmmg,atmso4,bdh_ave,kfct_ave,lprem_mean,prmh_ave,ucs_mean,cao_mean,mgo_mean,s_mean,p_mean,urban_2011_ws,urban_2011_5k,urban_2011_1k,ag_2011_ws,ag_2011_5k,ag_2011_1k,code_21_2011_ws,code_21_2011_5k,code_21_2011_1k,roaddens_ws,roaddens_5k,roaddens_1k,paved_int_ws,paved_int_5k,paved_int_1k,invdamdist,mines_5k,MaxW1_HALL,RefStatus,StudyArea
545PS0335,36.98865,-120.02139,545,Madera,Ag,19778861,CV,5,804.3139,36.98793,-120.0208,88,2689,29127.6,8.0784,713.4633,0.8179,1103.995,49.031,2461.2,345.4393,0.0383,0.0125,0.1957,1.5421,0.2346,-1.4628,4.6802,144.991,3.715,1.8621,0.0319,0.1643,0.6633521,1.236917,2.153846,0.7500758,42.51189,38.76923,2.399392,16.89819,19.38462,1.626042,4.08284,2.039274,284,2,0,0.05479452,0,1.01,Non-reference,Central Valley
552FC1226,37.11441,-119.16928,552,Fresno,Forest,22047753,SN,5,12.90765,37.11441,-119.1693,2105,510,98077.4,11,1084.48,4.93333,2926.11,66.9737,1359.2,234.4,0.044208,0.012841,0.208245,1.40614,0.125296,-1.69078,18.703,149.264,3.79363,1.77444,0.026423,0.16803,0,0,0,0,0,0,0,0,0,2.673104,2.673104,2.982102,0,0,0,0,0,NA,Non-reference,NOT STUDY AREA
552SCCTSR,36.9178,-119.27501,552,Fresno,NR,22063163,CH,5,159.0801,36.91806,-119.2753,291.59,1472.41,54535,8.4816,676.0221,0.2539,1145.219,49.3934,2413.4,337.2435,0.0431,0.0134,0.2079,1.5172,0.2484,-1.3159,3.2851,142.2561,3.6463,5.5381,0.0432,0.1497,0.03168138,0,0,0,0,0,0.5465037,0.8316254,0,0.8050249,0.7435122,1.008555,56,9,1,0,0,0.94,Non-reference,NOT STUDY AREA
552WE0509,37.04447,-119.1104,552,Fresno,Forest,22047837,SN,5,29.09932,37.04451,-119.1111,2006.82,1106.18,93013,11.4545,1111.523,3.7714,2651.463,70.0227,1547.8,219.6572,0.0453,0.013,0.2113,1.5539,0.1229,-1.609,14.9764,128.3362,3.3228,1.5895,0.0251,0.1588,0,0,0,0,0,0,0,0,0,0.3830961,0.6380113,2.404351,0,0,0,0,0,0,Non-reference,NOT STUDY AREA
553TCCAKR,36.54484,-118.89593,553,Tulare,Forest,14917927,CH,5,49.39331,36.54506,-118.8959,534.91,1914.09,66642.1,10.5033,930.4211,3.7667,1859.931,63.0993,2280.3,289.4333,0.0517,0.0148,0.2307,1.4931,0.2126,-1.5121,3.8825,147.6515,3.6759,1.9561,0.0304,0.1602,0.02734183,0,0,0,0,0,0.3226336,0,0,0.3556952,0.54809890000000006,2.390951,2,2,0,0,0,0,Non-reference,NOT STUDY AREA
554CE0204,36.13194,-118.24972,554,Tulare,Other,14959869,SN,5,24.88728,36.1325,-118.25,2436.1,488.8999,52895.6,8.92,620.7241,4,1586.683,48.5333,1229.4,217.3333,0.0685,0.0172,0.2728,1.4581,0.1331,-1.7244,10.7147,152.7083,3.8875,1.7839,0.0261,0.1706,0,0,0,0,0,0,0,0,0,0.7566264,0.7688323,2.081041,4,4,0,0,0,0.09,Non-reference,NOT STUDY AREA
554KRS031,36.0246,-118.137,554,Tulare,Other,14959681,SN,5,567.2881,36.02451,-118.137,1828,1863,27522,6.9304,481.861,2.5997,1948.306,40.8139,1691.3,227.065,0.0727,0.01793333,0.2820333,1.526767,0.1206,-1.617267,14.80133,150.981,3.948733,1.8689,0.0281,0.1703667,0.001269191,0.01739546,0,0,0,0,0.04410437,0.6044924,1.583435,0.04854717,0.5872621,1.432952,12,12,1,0,0,NA,Non-reference,NOT STUDY AREA
554PS0160,35.46624,-118.3258,554,Kern,Forest,14964081,DM,5,39.91275,35.46623,-118.3258,1841.73,686.27,43022.8,7.9837,363.0899,0.6304,1650.31,45.5528,1614,268.3478,0.0695,0.0239,0.3266,1.4632,0.2196,-1.511,4.3799,154.0401,4.3497,2.2897,0.027,0.1763,0,0,0,0,0,0,0,0,0,0.2128144,0.2115025,0,2,2,0,0,5,0,Non-reference,Desert
554PS0224,35.52973,-118.60656,554,Kern,Other,14940906,DM,5,33.5095,35.52973,-118.6066,786.92,1516.08,31766,8.419,536.9615,0.0238,1057.132,49.3238,2274,293.1667,0.0653,0.0221,0.3074,1.541,0.229,-1.7244,4.0282,152.7083,3.8875,1.7839,0.0261,0.1706,0,0,0,0,0,0,0,0,0,0.1452622,0,0,1,0,0,0,0,1.64,Non-reference,Desert
554PS0448,35.68173,-118.25896,554,Kern,Other,14962459,DM,5,1872.101,35.68506,-118.2559,820.82,2869.18,32043.2,6.5454,437.726,2.0169,1781.485,39.263,2445.5,271.4117,0.0731,0.019,0.2906,1.4731,0.1387,-1.3861,13.6374,143.3013,3.8197,1.8818,0.0328,0.1664,0.04379578,1.194155,0,0.09831216,2.787362,1.670644,0.2089314,3.024393,4.455052,0.1874647,0.7032732,0.24144,113,6,0,0,0,1.64,Non-reference,Desert
554PS0946,35.70752,-118.19267,554,Kern,Other,14961183,DM,5,1376.995,35.70834,-118.1921,843,2847,29170.2,5.759533,396.2143,0.9413,1288.131,34.05247,2400.1,326.1826,0.07263333,0.07263333,0.2984,1.5263,0.1803667,-1.186433,7.934567,132.6248,3.588533,1.720433,0.03763333,0.1630667,0.002222052,0,0,0.002940952,0.01754694,0,0.07751041,0,0,0.1436092,0,0,58,0,0,0,0,2.39,Non-reference,Desert
601LVC001,37.92998,-119.16364,601,Mono,Other,20287304,SN,6,91.37077,37.93018,-119.1641,2249.09,1723.91,51568.8,16.0036,852.3206,15.1389,4960.905,115.1744,1282,184.4444,0.0454,0.0108,0.2052,1.25,0.1209,-1.4499,10.8454,145.2607,5.6497,2.4432,0.0749,0.1553,0.3930221,0.6315221,2.433628,0,0,0,0.5319097,0.6382763,2.80236,0.250115,0.259173,1.370645,6,2,0,0.1013171,0,NA,Non-reference,NOT STUDY AREA
601PRK002,37.84391,-119.14705,601,Mono,Other,20287374,SN,6,15.37397,37.84276,-119.1473,2508.4,1442.6,72222.3,14.9783,1064.182,15.5263,4396.818,111.7174,1095.6,170.5263,0.0441,0.0109,0.2029,1.3673,0.1193,-1.2949,16.1157,147.7175,3.7126,2.3136,0.0495,0.1512,0,0,0,0,0,0,0,0,0,0.1028379,0.1258165,2.006626,0,0,0,0,1,0,Non-reference,NOT STUDY AREA
601PS0057,37.91689,-119.07391,601,Mono,Other,20287322,SN,6,327.3238,37.91691,-119.0743,2002,1949,31181.9,11.35383,556.3067,10.19047,3228.123,85.22263,1691.5,256.6522,0.04766667,0.04766667,0.2098333,1.451867,0.1534333,0.8786333,13.57873,46.0342,2.0827,1.185567,0.07803333,0.1287333,0.6193262,1.618942,0,0,0,0,0.5656989,1.187462,0,0.4003918,0.8045631,0,44,6,0,0.1521637,1,0.2,Non-reference,NOT STUDY AREA
601PS0065,37.94514,-119.20378,601,Mono,Forest,20287578,SN,6,69.4435,37.94528,-119.2037,2350,1623,63202.6,16.38437,781.7525,15.19167,4998.075,116.8694,951.4,191.694,0.04566667,0.04566667,0.2057,1.276767,0.1157,-1.525067,11.51993,149.992,5.495467,2.409433,0.06806667,0.1598333,0.3422748,0.6526563,2.487864,0,0,0,0.4900753,0.6735413,1.51699,0.2471227,0.2072929,0.68903,4,4,0,0.1662986,0,0.7,Non-reference,NOT STUDY AREA
601RSH001,37.93701,-119.06562,601,Mono,Other,20287310,SN,6,378.5902,37.934,-119.0675,1971.75,1997.25,31181.9,13.0278,769.726,12.2385,3461.526,96.6295,1691.5,225.4201,0.046,0.0112,0.2067,1.4234,0.1398,-0.6046,7.9155,96.6427,2.5983,1.4243,0.0391,0.1348,0.5569395,1.251874,0,0,0,0,0.5132021,1.0331,0,0.3855315,0.8586004,0.9395517,45,4,0,0.1168224,1,NA,Non-reference,NOT STUDY AREA
601WRN001,37.95524,-119.22883,601,Mono,Other,20287280,SN,6,11.35927,37.954,-119.2281,2766.25,988.75,63202.6,16.6579,812.8148,15.7857,5102.703,118.7632,951.4,176.9286,0.0461,0.0108,0.2064,1.1719,0.1267,-1.4402,9.0014,150.4438,6.6996,2.9362,0.1036,0.1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,Non-reference,NOT STUDY AREA
603BCNFUR,37.37056,-118.42917,603,Inyo,Ag,20277733,SN,6,274.9789,37.37139,-118.4289,1294,2918,14412.8,10.8625,657.3109,11.8792,2380.007,77.0611,2374,188.2266,0.05646667,0.01343333,0.2289,1.5678,0.1665,0.9565,10.63957,44.38663,2.1958,1.2771,0.08783333,0.1355,0.236313,6.864407,9.385666,0.1816533,11.50424,42.15017,0.7289045,12.33051,24.23208,0.4001604,3.829236,2.466,49,10,2,0.04164122,0,NA,Non-reference,NOT STUDY AREA
603BPCBLP,37.15832,-118.29645,603,Inyo,Other,20277215,SN,6,102.4574,37.15892,-118.2955,1243,3044,15008.7,8.5365,669.7095,10.1475,2601.734,61.2159,2400.4,202.8033,0.0593,0.01393333,0.2357667,1.6092,0.1258333,0.1127667,12.3505,73.6213,3.231933,1.885033,0.057,0.1663,0.03074544,0.5406574,1.242236,0,0,0,1.001423,7.893599,14.07867,0.272525,1.527022,1.920127,12,3,0,0,0,NA,Non-reference,NOT STUDY AREA
603BSP092,37.17804,-118.5619,603,Inyo,Other,20277159,SN,6,35.33235,37.17805,-118.5618,2896,1316,59527,12.3925,917.6234,14.119,4875.026,86.0187,636.3,144.381,0.05353333,0.01333333,0.2258,1.405,0.102,-1.662233,14,151.7411,3.8421,1.847567,0.03,0.1617333,0,0,0,0,0,0,0,0,0,0.1626747,0.2354423,0.9795404,4,4,0,1.372152,0,NA,Non-reference,NOT STUDY AREA
603CE0174,37.40444,-118.53666,603,Inyo,Other,20276429,SN,6,73.35862,37.40458,-118.5376,1354.33,2789.67,16997.5,7.9115,403.5394,9,3200.543,59.6372,2251.3,267.0889,0.0534,0.0131,0.2234,1.6076,0.1268,0.2025,14.1378,69.1773,2.462,1.366,0.0672,0.1387,0.1816241,0.6970459,5.971968,6.036546,23.58576,41.19439,0.4565145,1.754469,7.434491,0.5643374,1.450613,2.433774,13,11,3,0,0,1.77,Non-reference,NOT STUDY AREA
603CON001,37.6154,-118.8255,603,Mono,Other,20274121,SN,6,52.01341,37.61519,-118.8271,2150.47,1850.53,36111.5,12.5949,917.0924,9.0923,2821.014,85.3608,1571.6,191.3846,0.049,0.0122,0.2136,1.1488,0.138,-1.0719,8.5864,133.124,11.011,2.516,0.0913,0.1188,0,0,0,0,0,0,0,0,0,0.2149374,1.054836,2.105751,6,6,0,0,0,NA,Non-reference,NOT STUDY AREA
603DDM002,37.74996,-118.96649,603,Mono,Other,20274997,SN,6,88.27836,37.75006,-118.9671,2245.98,1279.02,46893.7,12.9267,765.3561,8.7714,2906.687,92.5568,1530,236.2762,0.0468,0.0115,0.2085,1.2544,0.1398,0.2959,6.4096,105.51220000000001,3.8794,2.376,0.0338,0.236,0.6840796,1.784763,0,0,0,0,0.2671071,0.6979222,0,0.5501191,1.123499,0.3043426,13,11,0,0,0,NA,Non-reference,NOT STUDY AREA
603MAM003,37.63394,-118.95952,603,Mono,Other,20274019,SN,6,41.77494,37.63399,-118.9591,2381.25,1203.75,55755.1,15.229,1189.247,4.2041,2009.822,103.9313,1326.3,217.0204,0.0464,0.0118,0.2084,1.1774,0.1364,-0.7387,7.9684,132.6232,3.5523,1.5111,0.0436,0.1412,3.150115,7.679396,23.25915,0,0,0,1.87671,4.553084,1.43575,1.469993,2.897634,3.010565,16,10,1,0,4,NA,Non-reference,NOT STUDY AREA
603MAM004,37.63956,-118.89639,603,Mono,Other,20273999,SN,6,114.1502,37.63919,-118.9034,2199.2,1475.8,46541.5,13.3708,923.3525,7.4599,2387.136,92.9354,1420.6,230.2409,0.0472,0.0118,0.2098,1.2494,0.1362,-0.515,7.3102,135.1287,2.7037,1.2749,0.0287,0.1344,5.469711,5.362023,6.633021,0,0,0,2.309136,1.470232,2.379236,1.803062,1.723876,3.59265,39,10,3,0,0,NA,Non-reference,NOT STUDY AREA
603MAM005,37.6304,-118.99136,603,Mono,Forest,20274027,SN,6,31.54829,37.63014,-118.9917,2447.6,1137.4,66577.1,15.4851,1308.581,3.4054,1939.472,106.0396,1252.8,209.5946,0.0463,0.0118,0.2082,1.105,0.1337,-0.7147,8.6736,155.9785,4.1957,1.6977,0.0491,0.1483,0.01141259,0.01806032,0.3791469,0,0,0,0.1455106,0.2302691,4.739336,0.8321551,1.32342,2.287125,9,9,0,0,3,NA,Non-reference,NOT STUDY AREA
603MCG001,37.56497,-118.78256,603,Mono,Other,20274255,SN,6,51.00435,37.56534,-118.7833,2299.35,1651.65,39774.4,11.8481,874.0526,8,3167.083,83.962,1462.3,181.4918,0.0499,0.0124,0.2155,1.198,0.1242,-1.4015,9.8751,155.0229,6.7739,2.3252,0.0608,0.1418,0,0,0,0,0,0,0,0,0,0.08435483,0.2318237,1.667696,1,1,0,0,1,NA,Non-reference,NOT STUDY AREA
603PNC001,37.38072,-118.67156,603,Inyo,Other,20276531,SN,6,74.74522,37.3804,-118.6725,2098.59,2078.41,32579.2,11.8696,796.0809,10.9457,4311.209,82.487,1206.5,184.7826,0.0511,0.0128,0.2192,1.4331,0.1037,-1.5711,14.8142,157.5237,5.9127,2.0288,0.0524,0.1613,0.2119486,0.5319149,3.621002,0,0,0,0.2432592,0.6104932,0.9656005,0.2881201,0.7084773,0.9077221,21,21,5,0.3610108,3,NA,Non-reference,NOT STUDY AREA
603PS0024,37.53897,-118.64414,603,Mono,Forest,20274345,SN,6,109.5457,37.53899,-118.644,2006.14,2175.86,27752.2,9.7655,736.1124,10.2558,3637.972,68.1723,1685.9,196.2093,0.0518,0.0127,0.2194,1.5509,0.127,-1.387,13.0048,97.0462,2.606,1.3539,0.0241,0.1424,0.2423297,0.8514761,0.06016847,0,0,0,1.399762,4.588793,6.618532,0.4868829,1.718863,0.7242956,36,11,0,0,0,0.82,Non-reference,NOT STUDY AREA
603PS0040,37.5285,-118.71056,603,Mono,Forest,20274345,SN,6,89.53266,37.52807,-118.7099,2504.43,1677.57,38107.6,10.4982,808.8774,10.1262,3776.529,71.3835,1366.9,178.8155,0.0514,0.0127,0.2189,1.5343,0.1222,-1.4748000000000001,13.1505,106.6287,2.8789,1.4735,0.0247,0.1491,0.1125696,0.3796999,2.142857,0,0,0,0.72466680000000006,1.532691,3.071429,0.2406728,0.537848,0.9593483,24,12,1,0,0,0.33,Non-reference,NOT STUDY AREA
603PS0044,37.12529,-118.35253,603,Inyo,Other,20277331,SN,6,80.54129,37.12547,-118.352,1730,2557,21407.4,6.069333,453.0491,8.947867,3262.452,47.28897,2018.5,251.7178,0.05786667,0.05786667,0.2335667,1.5808,0.1368667,-1.301167,10.4352,66.6133,1.921767,1.125233,0.02283333,0.1323667,0.01118056,0.008975049,0,0,0,0,0.7736944,2.997666,7.411765,0.2351176,0.9967784,1.2566,8,5,0,0,0,0.68,Non-reference,NOT STUDY AREA
603PS0072,37.37437,-118.67668,603,Inyo,Urban,20276563,SN,6,70.28964,37.37438,-118.6766,2134,2043,32579.2,11.26283,613.2649,10.9341,4313.772,78.35037,1206.5,196.9356,0.0515,0.0515,0.2198333,1.4869,0.1069333,-1.580533,16.41827,156.4304,5.878933,1.9847,0.05283333,0.1608667,0.1701834,0.3812199,4.96,0,0,0,0.2405599,0.5388672,0.72,0.2947578,0.6551321,1.828401,18,18,7,0.4982302,3,0.94,Non-reference,NOT STUDY AREA
603PS0079,37.70393,-118.77648,603,Mono,Other,20273689,SN,6,544.9681,37.70394,-118.7765,2083,1740,31217.6,11.3073,700.7574,9.1707,2841.495,81.3355,1678,244.4865,0.05103333,0.01203333,0.2166667,1.4273,0.1588,1.523833,15.03827,36.18157,2.087333,1.2217,0.08816667,0.1428333,1.448991,0,0,0.05614962,0.3608388,3.361345,0.653978,0,0,0.8326799,0.5398328,0,78,5,0,0,0,1.36,Non-reference,NOT STUDY AREA
603PS0108,37.1637,-118.2902,603,Inyo,Urban,948090773,SN,6,105.833,37.16372,-118.2903,1219,3068,15008.7,8.3364,658.004,9.992,2485.64,60.1254,2400.4,206.304,0.05933333,0.01393333,0.2356667,1.613033,0.1254,0.1653667,12.62773,65.80637,2.8885,1.610433,0.06273333,0.1541,0.1054476,1.371537,13.50932,0.226202,3.612167,2.173913,1.28663,8.514394,38.50932,0.3430426,1.988616,4.49328,19,9,3,0,0,4.58,Non-reference,NOT STUDY AREA
603PS0132,37.48021,-118.55838,603,Mono,Other,20276261,SN,6,1063.69,37.48025,-118.5584,1466,2535,18926.6,9.52498,608.727,9.96661,2849.33,70.3705,2075.9,249.755,0.050665,0.012139,0.216191,1.39397,0.150835,0.294621,11.2048,95.6447,3.08874,1.46391,0.051514,0.146048,0.972437,0,0,0.06261232,0,0,0.5727335,0,0,1.883449,1.307232,0.4223773,181,1,0,0,0,0.31,Non-reference,NOT STUDY AREA
603PS0136,37.42488,-118.57923,603,Inyo,Ag,20276447,SN,6,98.97133,37.42486,-118.5792,1395,2788,17485.3,10.8404,704.532,10.6017,4082.17,76.3225,2179.8,204.644,0.051536,0.012863,0.219809,1.47368,0.107346,-1.36469,15.6184,148.024,5.45031,2.03584,0.051382,0.160898,0.3537457,1.484659,0.5293806,0.9402906,17.00759,46.00318,0.7229507,5.856153,3.070408,0.4373109,2.973387,3.248047,25,2,1,0.072453,0,1.64,Non-reference,NOT STUDY AREA
603PSx109,37.5927,-118.7826,603,Mono,Other,20274255,SN,6,55.0849,37.5927,-118.7825,2088,1864,39774.4,11.5673,836.7258,8.2923,2909.594,82.3918,1462.3,188.1077,0.0506,0.0124,0.2165333,1.290767,0.1448667,0.0224,12.22667,84.0689,4.273867,1.734833,0.07946667,0.1278667,0.04901,0.2808463,5.514706,0,0,0,0.02613867,0.1497847,2.941176,0.1908744,0.9376208,4.030463,5,5,3,0,0,1.91,Non-reference,NOT STUDY AREA
603RCC156,37.47829,-118.72113,603,Mono,Forest,20276189,SN,6,64.04471,37.47829,-118.7211,2783,1392,45702,11.3116,949.841,9.90909,4038.87,76.0452,910.6,171.61,0.051228,0.012721,0.218648,1.49244,0.118032,-1.48207,12.3444,110.999,3.00559,1.53297,0.025081,0.151361,0.03092016,0.06484453,0.2314815,0,0,0,0.5073716,1.079662,3.935185,0.2361152,0.5319183,4.058824,12,8,1,0,0,1.09,Non-reference,NOT STUDY AREA
603RCK001,37.5614,-118.66237,603,Mono,Forest,20274345,SN,6,98.30075,37.56115,-118.6629,2116.98,2065.02,34192.1,10.2579,770.0797,10.1966,3706.495,70.434,1520.4,187.6154,0.0516,0.0127,0.2191,1.5398,0.1236,-1.4452,13.2938,104.3957,2.8048,1.4367,0.0245,0.147,0.2307058,1.640172,0.2556237,0,0,0,1.073881,5.336866,5.419223,0.4292162,2.815287,2.01099,30,6,0,0,0,NA,Non-reference,NOT STUDY AREA
603TBS001,37.00014,-118.26668,603,Inyo,Other,20267005,SN,6,56.30246,36.997,-118.2443,1189.25,2848.75,15567.9,4.6343,349.1,6.4925,2125.464,35.4857,2451.6,281.1194,0.0599,0.0142,0.2386,1.5925,0.1159,0.2517,16.478,83.6192,3.347,1.845,0.0653,0.1648,0,0,0,0.0447463,0.179833,1.867065,0,0,0,0.3120457,1.077197,2.522996,4,4,3,0,0,NA,Non-reference,NOT STUDY AREA
603UOW001,37.68644,-118.75953,603,Mono,Other,20273913,SN,6,591.3848,37.68558,-118.7616,2077.12,1744.88,27925.5,11.0022,683.8047,9.3668,2702.988,79.5228,1710,245.6964,0.0492,0.0118,0.2132,1.3533,0.1481,0.433,9.2982,101.6344,3.1299,1.6885,0.0461,0.1744,1.341227,0.1580167,1.005025,0.08142021,0.8743592,6.407035,0.6108799,0.203666,2.512563,0.791254,0.7800237,2.830191,89,14,0,0,0,NA,Non-reference,NOT STUDY AREA
603UOW002,37.69865,-118.76271,603,Mono,Other,20273913,SN,6,588.4974,37.69906,-118.7659,2080.98,1741.02,28644.6,11.0278,685.2598,9.3577,2700.754,79.6759,1658.3,245.4848,0.0492,0.0118,0.2132,1.3526,0.148,0.4248,9.2565,102.1199,3.1379,1.6922,0.0458,0.1746,1.340562,0,0,0.06682928,0.4212984,1.470588,0.6051338,0,0,0.7837094,0.4972443,0.5000815,81,6,0,0,0,NA,Non-reference,NOT STUDY AREA
603UOW006,37.75623,-118.88459,603,Mono,Other,20273481,SN,6,211.2288,37.75595,-118.8851,2141.52,1383.48,38312.6,12.1882,709.079,8.9094,2743.409,87.2261,1576,242.6693,0.0477,0.0116,0.2103,1.2966,0.1503,0.2626,5.9354,111.9128,3.1787,1.8733,0.0285,0.1978,0.4397759,0,0,0,0,0,0.3127863,0,0,0.6964446,0.9023716,2.768686,22,6,2,0,0,NA,Non-reference,NOT STUDY AREA
603UOW007,37.75585,-118.89035,603,Mono,Other,20273489,SN,6,210.3299,37.75603,-118.8906,2143.19,1381.81,38312.6,12.2027,710.4854,8.9094,2743.251,87.314,1576,242.6693,0.0477,0.0116,0.2103,1.2952,0.1505,0.2581,5.889,111.9557,3.165,1.8616,0.0284,0.1968,0.4407756,0,0,0,0,0,0.3132502,0,0,0.6935912,0.86187,2.346854,21,5,1,0,0,NA,Non-reference,NOT STUDY AREA
603UOW012,37.75553,-118.88581,603,Mono,Other,20273481,SN,6,211.2288,37.75595,-118.8851,2141.52,1383.48,38312.6,12.1882,709.079,8.9094,2743.409,87.2261,1576,242.6693,0.0477,0.0116,0.2103,1.2966,0.1503,0.2626,5.9354,111.9128,3.1787,1.8733,0.0285,0.1978,0.4397759,0,0,0,0,0,0.3127863,0,0,0.6964446,0.9023716,2.768686,22,6,2,0,0,NA,Non-reference,NOT STUDY AREA
609PS0053,35.74614,-116.22224,609,San Bernardino,Other,948090648,DM,6,8812.441,35.74635,-116.2226,258.41,2159.59,9262,3.2382,162.1927,3.646,2830.03,23.8194,2970.1,365.3333,0.2516,0.0339,0.4408,1.5617,0.1296,0.5255,9.1827,45.1185,4.5335,1.9846,0.063,0.1376,0.3731654,0,0,0.1476464,0,0,0.2020704,0,0,0.5178947,0.2433848,0.6937403,1877,0,0,0.007374087,0,0,Non-reference,Desert
620PS0669,36.3199,-117.52579,620,Inyo,Other,20215148,DM,6,451.8713,36.31949,-117.5261,905.04,1777.96,13226.5,3.9836,235.4769,3.4672,2548.196,26.7068,2451.6,320.6861,0.108,0.0213,0.3215,1.5803,0.1679,0.011,9.0275,86.0845,7.7,1.8987,0.0644,0.1411,0.02887952,0,0,0,0,0,0.09480448,0,0,0.5571539,0.3616696,0,97,6,0,0,0,0.07,Non-reference,Desert
626PS1195,34.4546,-118.01719,626,Los Angeles,Other,22681948,DM,6,123.4347,34.45461,-118.0172,1023,1488,36384.3,7.64304,703.851,1.83333,1205.35,45.9239,2197.6,290.2,0.052684,0.031735,0.38263200000000003,1.55642,0.144677,-2.22141,5.79852,161.727,4.4088,2.1388,0.03858,0.167715,0.1859265,0.05335976,0.05959476,0.00874948,0.04573694,0,1.212532,1.02527,2.622169,0.3536371,0.4605545,2.46192,2,0,0,0.021872,0,0,Non-reference,Desert
628PS0527,34.24716,-117.11077,628,San Bernardino,Forest,22660107,DM,6,40.83746,34.24719,-117.1102,1569.29,871.71,68371.4,8.5714,868.2211,4.84,2491.92,53.5397,1829,259.84,0.0676,0.0308,0.4047,1.6557,0.1547,-1.7244,14.2784,152.7083,3.8875,1.7839,0.0261,0.1706,25.12615,15.12738,0,0.1674636,0.04754547,0,16.71771,17.10448,0,1.922604,2.811905,0,15,11,0,0.3584229,0,0.14,Non-reference,Desert
628PS1019,34.33577,-117.16117,628,San Bernardino,Other,22658335,DM,6,311.4943,34.33614,-117.1614,1120,1470,44783.7,7.6097,471.0855,2.464167,1804.538,49.92673,2121.8,303.1671,0.0642,0.0642,0.3988667,1.6066,0.1767667,-1.642333,9.293733,152.3588,5.1473,2.083333,0.02853333,0.1658333,4.736687,0.0025591810000000002,0,0.03264688,0,0,6.480262,0.6065259,0,1.057694,0.00613417,0,67,0,0,0.1211993,0,0.07,Non-reference,Desert
628PS1039,34.26462,-117.12538,628,San Bernardino,Forest,22658633,DM,6,63.06641,34.26422,-117.1256,1471,971,68371.4,9.152067,815.0364,3.910833,2079.059,57.70237,1829,268.5772,0.06546667,0.06546667,0.4013333,1.632367,0.1695,-1.7244,12.44643,152.7083,3.8875,1.7839,0.0261,0.1706,18.81984,8.480483,0.6157635,0.135569,0.02987254,0,12.94613,7.146176,1.785714,1.302915,0.3702497,0,15,0,0,0.2016264,0,0,Non-reference,Desert
628PS1179,34.339,-117.1669,628,San Bernardino,Other,22658315,DM,6,315.799,34.33902,-117.1669,1107,1484,44783.7,8.0358,640.1157,3.2225,1795.911,51.6725,2121.8,279.2199,0.06406667,0.03103333,0.3986667,1.606133,0.1771,-1.650233,9.234733,152.3939,5.0377,2.054033,0.02836667,0.1662667,4.672311,0.002629503,0,0.03220318,0,0,6.391904,0.470681,0,1.055963,0,0,67,0,0,0.1170203,0,0,Non-reference,Desert
630EWK004,38.26061,-119.22573,630,Mono,Ag,8915071,SN,6,346.6378,38.26107,-119.2273,1968.42,1802.58,25135.1,8.6256,514.2667,11.7583,4004.999,69.696,1645.2,242.0118,0.0567,0.011,0.2272,1.4137,0.1775,-0.4866,7.2776,82.5528,4.1408,2.2707,0.0467,0.1831,0.2843056,3.298571,34.9892,0.4011435,0.9231363,3.131749,1.022461,3.202008,6.479482,0.07493152,0.2464854,1.816062,62,7,3,0,2,NA,Non-reference,NOT STUDY AREA
630SED043,38.28045,-119.29521,630,Mono,Other,8915871,SN,6,139.509,38.28079,-119.2949,2015.87,1489.13,28401.4,7.9213,574.5911,14.1205,4709.821,62.2731,1529.5,230.3916,0.0687,0.0112,0.2508,1.5338,0.1278,-0.8158,11.5169,117.85,4.6972,2.5837,0.0295,0.2088,0.3219272,0.7640097,3.209566,0.1387061,0.7333129,0,0.6277257,1.456393,4.657017,0.2731183,0.5802979,0.7608604,12,7,0,0,0,NA,Non-reference,NOT STUDY AREA
631COW001,38.32371,-119.45904,631,Mono,Other,10744572,SN,6,3.735921,38.32406,-119.4593,2211.92,671.0801,52288.6,9.6,769.875,14,5006.32,75,1404.4,230.5,0.0634,0.0111,0.2403,1.2084,0.146,-0.4968,5.796,106.0793,5.1802,3.1655,0.0198,0.2409,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,Reference,NOT STUDY AREA
631LWK001,38.36064,-119.44339,631,Mono,Other,10744456,SN,6,162.1358,38.3619,-119.4446,2060.97,1464.03,49503.1,10.1307,835.8599,15.8274,5364.276,76.7584,1405.6,212.7208,0.0616,0.0111,0.2367,1.3647,0.1304,-0.8876,6.0986,91.7021,4.0555,2.3061,0.0283,0.1905,0.1998179,0.7103929,2.468459,0,0,0,0.5067605,1.654049,4.388371,0.08086164,0.2801287,0.6945396,25,20,0,0,2,NA,Non-reference,NOT STUDY AREA
631PS0001,38.31223,-119.61282,631,Mono,Forest,10744612,SN,6,5.961181,38.3129483,-119.61195,2677.280029,739.7199707,101058.7031,11.1176,1320.8334,21.25,5583.4263,86.7647,956,183.875,0.0566,0.0111,0.2271,1.0593,0.1389,-0.7867,8.0178,90.8156,5.5642,3.0744,0.0168,0.2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,Non-reference,NOT STUDY AREA
